Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 6, 2005 (Sunday)",6:30,Neutral,Luther,Metrodome,,,,
"March 10, 2005 (Thursday)",12:15,Neutral,Wisconsin-Whitewater,Metrodome,,,,
"March 13, 2005 (Sunday)",11:15,Neutral,Loras,Metrodome,,,,
"March 19, 2005 (Saturday)",,Neutral,Spring Trip,"Clearwater, Fla.",,,,
"March 30, 2005 (Wednesday)",3:00,Home,Concordia,St. Paul,,,,
"April 2, 2005 (Saturday)",1:00,Home,Bethel,St. Paul,,,,
"April 6, 2005 (Wednesday)",2:30,Home,St. Thomas,St. Paul,,,,
"April 9, 2005 (Saturday)",1:00,Away,St. Olaf,Northfield,,,,
"April 12, 2005 (Tuesday)",2:30,Away,St. Mary's,Winona,,,,
"April 16, 2005 (Saturday)",1:00,Home,Carleton,St. Paul,,,,
"April 18, 2005 (Monday)",3:00,Home,Crown,St. Paul,,,,
"April 20, 2005 (Wednesday)",2:30,Away,Hamline,Midway,,,,
"April 23, 2005 (Saturday)",1:00,Home,Concordia-Moorhead,St. Paul,,,,
"April 24, 2005 (Sunday)",1:00,Home,Ginnell,St. Paul,,,,
"April 26, 2005 (Tuesday)",2:30,Away,Gustavus-Adolphus,St. Peter,,,,
"April 30, 2005 (Saturday)",1:00,Home,St. John's,St. Paul,,,,
"May 3, 2005 (Tuesday)",3:30,Home,Northwestern-Roseville,St. Paul,,,,
"May 6, 2005 (Friday)",5:00,Away,Augsburg,Parade,,,,
"May 13, 2005 (Friday)",TBA,Away,MIAC Tournament,,,,,
