Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2014 (Friday)",5 p.m.,Away,Milwaukee School of Engineering,,,,"L,4-2",
"September 4, 2014 (Thursday)",5 p.m.,Away,Lakeland College,,,,"W,4-0",
"September 6, 2014 (Saturday)",5 p.m.,Away,Concordia Univ. Wisconsin,,,,"L,4-0",
"September 7, 2014 (Sunday)",1 p.m.,Away,Edgewood College,,,,"L,3-2",
"September 20, 2014 (Saturday)",2:30 p.m.,Away,Beloit College,,,,"W,4-0",
"September 23, 2014 (Tuesday)",6 p.m.,Home,UW-Oshkosh,,,,"L,5-0",
"September 27, 2014 (Saturday)",1 p.m.,Away,Wisconsin Lutheran College,,,,"W,2-0",
"September 28, 2014 (Sunday)",Noon,Home,UW-Stevens Point,,,,"L,4-1",
"October 4, 2014 (Saturday)",1:30 p.m.,Home,Monmouth College,,,,"W,1-0",
"October 5, 2014 (Sunday)",1:30 p.m.,Home,Illinois College,,,,"L,2-0",
"October 8, 2014 (Wednesday)",6 p.m.,Home,Marian Univ.,,,,"L,1-0",
"October 11, 2014 (Saturday)",3:30 p.m.,Home,Lake Forest College,,,,"L,3-0",
"October 18, 2014 (Saturday)",1:30 p.m.,Away,Cornell College,,,,"W,2-1",
"October 19, 2014 (Sunday)",1:30 p.m.,Away,Grinnell College,,,,"T,0-02 OT",
"October 25, 2014 (Saturday)",1:30 p.m.,Away,Knox College,,,,"W,1-0",
"October 26, 2014 (Sunday)",Noon,Away,Lawrence Univ.,,,,"W,1-0",
"October 29, 2014 (Wednesday)",7:30 p.m.,Home,Ripon College,,,,"L,2-0",
"November 1, 2014 (Saturday)",4 p.m.,Home,Carroll Univ.,,,,"L,1-0",
