Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 26, 2023 (Saturday)",1 p.m.,Away,Rockford,"Rockford, Ill.",,,Exhibition Game,,History
"August 29, 2023 (Tuesday)",7 p.m.,Away,Lakeland,"Plymouth, Wis.",,,Exhibition Game,,Live StatsHistory
"September 2, 2023 (Saturday)",1 p.m.,Home,Univ. of St. Francis (Ill.),"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-2",Box Score
"September 6, 2023 (Wednesday)",4 p.m.,Away,Judson,"Elgin, Ill.",,,,"L,0-6",Box ScoreRecap
"September 9, 2023 (Saturday)",1 p.m.,Away,Marian (Wis.),"Fond du Lac, Wis.",,,,"L,2-3",Box ScoreRecap
"September 12, 2023 (Tuesday)",4 p.m.,Home,UW-Whitewater,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-1",Box ScoreRecap
"September 16, 2023 (Saturday)",3 p.m.,Away,UW-Eau Claire,"Eau Claire, Wis.",,,,"L,0-5",Box ScoreRecap
"September 18, 2023 (Monday)",4 p.m.,Home,Edgewood College,"Beloit, Wis./Strong Complex Soccer Field",,,,,
"September 20, 2023 (Wednesday)",7 p.m.,Away,Carroll (Wis.),"Waukesha, Wis.",,,,"L,0-6",Box ScoreRecap
"September 23, 2023 (Saturday)",1:30 p.m.,Home,Cornell (Iowa),"Beloit, Wis./Strong Complex Soccer Field",,,,"L,2-5",Box ScoreRecap
"September 27, 2023 (Wednesday)",4 p.m.,Home,Loras,"Beloit, Wis./Strong Complex Soccer Field",,,,Canceled,
"September 30, 2023 (Saturday)",1:30 p.m.,Away,Monmouth (Ill.),"Monmouth, Ill.",,,,"W,4-2",Box ScoreRecap
"October 3, 2023 (Tuesday)",7 p.m.,Away,Lawrence,"Appleton, Wis.",,,,"T,1-1",Box ScoreRecap
"October 7, 2023 (Saturday)",1:30 p.m.,Home,Ripon,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-0",Box Score
"October 14, 2023 (Saturday)",1:30 p.m.,Away,Knox,"Galesburg, Ill.",,,,"T,1-1",Box ScoreRecap
"October 17, 2023 (Tuesday)",4 p.m.,Away,Lake Forest,"Lake Forest, Ill.",,,,"L,0-2",Box ScoreRecap
"October 21, 2023 (Saturday)",1:30 p.m.,Home,Grinnell,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-1",Box ScoreRecap
"October 24, 2023 (Tuesday)",4 p.m.,Home,Hamline,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-4",Box ScoreRecap
"October 28, 2023 (Saturday)",1:30 p.m.,Home,Illinois College,"Beloit, Wis./Strong Complex Soccer Field",,,Senior Day,"L,1-5",Box ScoreRecapProgram
