Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 1, 1981 (Wednesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,4-5",
"April 7, 1981 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"L,3-6",
"April 10, 1981 (Friday)",,Home,Drake,"Grinnell, IA",,,"L,0-9",
"April 11, 1981 (Saturday)",,Away,Northern Iowa,"Cedar Falls, IA",,,"L,0-9",
"April 11, 1981 (Saturday)",,Neutral,Augustana,"Cedar Falls, IA",,,"L,1-8",
"April 11, 1981 (Saturday)",,Neutral,Luther,"Cedar Falls, IA",,,"L,0-9",
"April 17, 1981 (Friday)",,Away,Cornell Invitational,"Mount Vernon, IA",,,T4th/6 Teams,
"April 21, 1981 (Tuesday)",,Home,Northern Iowa,"Grinnell, IA",,,"L,2-7",
"April 25, 1981 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,5-4",
"April 28, 1981 (Tuesday)",,Away,Drake,"Des Moines, IA",,,"L,1-8",
"May 2, 1981 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,0-9",
"May 5, 1981 (Tuesday)",,Away,Iowa State,"Ames, IA",,,"L,0-9",
"May 8, 1981 (Friday)",,Away,Midwest Conference Tournament,"Lake Forest, IL",,,8th/11 Teams,
