Statistic,High,Player,Opponent
PUTOUTS,14,Flynn Johnson,Illinois College (4/5/2018)
ASSISTS,6,Ashley Wehrenberg,Lawrence University (4/22/2018)
ERRORS,2,Flynn Johnson; Emily Jordan; Ashley Wehrenberg; Kayla Morrissey; Wehrenberg,Simpson College (3/27/2018); Lawrence University (4/22/2018); Cornell College (4/24/2018); Cornell College (4/24/2018); Lake Forest (4/28/2018)
PASSED BALLS,3,Megan Gardner,Illinois College (5/4/2018)
DPS TURNED,2,Darice Wheeler; Flynn Johnson,Carroll University (3/19/2018); Beloit College (4/17/2018)
