Player,Longest,Current
"Wheeler, Darice",29,1
"Morrissey, Kayla",17,4
"Wehrenberg, Ashley",13,1
"Bishop-Parise, Leila",12,8
"Remus, Maggie",10,1
"Johnson, Flynn",9,3
"Leff, Andi",8,-
"Davis, Mya",8,2
"Jordan, Emily",7,-
"Anderson, Melissa",3,-
"Murphy, Mikyla",3,-
"Litke, Sidney",3,-
"Seibert, Lily",2,-
"Gardner, Megan",2,-
"Thomson, Abigail",1,-
"Mahnke, Abbey",1,-
"Hoffman, Haley",1,-
"Eiden, Kaylie",1,1
