#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
16.0,"Eiden, Kaylie 16 Eiden, Kaylie",12,11,1,0,1.0,0,1,0,1,0,View Bio
6.0,"Seibert, Lily 6 Seibert, Lily",2,2,0,0,1.0,0,0,0,0,0,View Bio
4.0,"Thomson, Abigail 4 Thomson, Abigail",1,1,0,0,1.0,0,0,0,0,0,View Bio
20.0,"Johnson, Flynn 20 Johnson, Flynn",278,256,14,8,0.971,5,0,0,0,0,View Bio
18.0,"Wheeler, Darice 18 Wheeler, Darice",129,63,61,5,0.961,4,28,4,0,0,View Bio
7.0,"Jordan, Emily 7 Jordan, Emily",145,118,21,6,0.959,0,51,7,4,1,View Bio
11.0,"Litke, Sidney 11 Litke, Sidney",46,42,2,2,0.957,0,0,0,0,0,View Bio
5.0,"Leff, Andi 5 Leff, Andi",42,40,0,2,0.952,0,0,0,0,0,View Bio
2.0,"Anderson, Melissa 2 Anderson, Melissa",87,31,51,5,0.943,2,13,1,0,0,View Bio
8.0,"Bishop-Parise, Leila 8 Bishop-Parise, Leila",53,48,2,3,0.943,0,0,0,0,0,View Bio
22.0,"Morrissey, Kayla 22 Morrissey, Kayla",123,42,72,9,0.927,2,0,0,0,0,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",55,39,12,4,0.927,1,17,2,0,0,View Bio
9.0,"Wehrenberg, Ashley 9 Wehrenberg, Ashley",131,41,77,13,0.901,1,0,0,0,0,View Bio
21.0,"Gardner, Megan 21 Gardner, Megan",8,7,0,1,0.875,0,6,0,3,0,View Bio
15.0,"Davis, Mya 15 Davis, Mya",3,2,0,1,0.667,0,0,0,0,0,View Bio
14.0,"Hoffman, Haley 14 Hoffman, Haley",2,0,1,1,0.5,0,0,0,0,0,View Bio
10.0,"Murphy, Mikyla 10 Murphy, Mikyla",0,0,0,0,0.0,0,0,0,0,0,View Bio
12.0,"Mahnke, Abbey 12 Mahnke, Abbey",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1117,743,314,60,0.946,7,116,14,8,1,
,Opponents,1028,729,258,41,0.96,7,54,11,15,0,
