Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/4/2018,vs,St. Olaf College,L,7-8,31,7,10,6,4,0,0,2,0,0,0,0,0,1,0,9,18,6,3,0.323
3/4/2018,vs,Macalester College,L,8-10,30,8,9,8,1,0,0,8,0,2,0,0,1,0,0,1,21,8,1,0.3
3/19/2018,vs,Farmingdale State,W,9-1,33,9,15,8,2,1,4,2,0,2,0,0,0,0,0,3,18,7,0,0.455
3/19/2018,vs,Carroll University,W,2-0,23,2,7,2,3,0,0,2,0,0,0,0,0,0,2,1,21,9,0,0.304
3/20/2018,vs,Worcester State,W,8-1,32,8,11,7,4,0,1,4,0,1,1,0,0,1,0,7,21,11,1,0.344
3/22/2018,vs,Calvin College,L,7-8,26,7,6,7,0,0,1,8,0,1,0,1,1,0,0,8,21,5,2,0.231
3/22/2018,vs,Oberlin College,W,3-2,32,3,6,3,1,2,0,5,0,2,0,0,1,0,0,10,27,7,1,0.188
3/23/2018,vs,St. Lawrence Univ.,W,7-1,27,7,8,6,1,0,2,1,0,0,0,0,0,0,0,8,21,11,0,0.296
3/23/2018,vs,Kalamazoo College,W,6-3,34,6,14,6,1,0,3,1,0,0,1,1,0,0,0,4,21,10,1,0.412
3/27/2018,,Simpson College,W,13-5,24,13,12,13,4,0,4,5,1,0,0,0,2,0,0,4,15,5,1,0.5
3/27/2018,,Simpson College,W,8-6,26,8,10,8,1,0,0,4,0,0,0,0,0,1,1,2,21,8,3,0.385
3/28/2018,at,Central College,W,5-3,29,5,6,4,0,0,0,5,1,0,0,1,0,0,0,3,21,9,3,0.207
3/28/2018,at,Central College,L,2-10,17,2,4,2,2,0,0,1,0,0,0,0,3,0,0,0,14,6,3,0.235
3/30/2018,,Mount Mary,W,9-1,30,9,12,8,4,0,2,1,0,2,0,1,0,0,0,2,18,9,1,0.4
3/30/2018,,Westminster,W,11-7,31,11,14,11,4,1,1,6,0,3,0,0,2,0,0,6,21,14,3,0.452
4/5/2018,,Illinois College,L,2-4,28,2,9,2,1,0,0,0,0,0,0,1,2,0,1,0,21,10,0,0.321
4/5/2018,,Illinois College,W,10-0,22,10,11,10,3,0,0,6,0,0,0,1,0,1,0,2,15,6,0,0.5
4/11/2018,at,Knox College,W,15-1,27,15,15,15,2,1,3,6,0,2,0,2,1,1,0,1,15,8,2,0.556
4/11/2018,at,Knox College,W,12-4,40,12,20,12,5,1,1,2,0,1,1,0,1,0,0,3,21,8,1,0.5
4/17/2018,vs,Beloit College,W,9-3,33,9,14,9,3,2,0,5,0,0,0,1,2,0,0,3,21,7,1,0.424
4/17/2018,vs,Beloit College,W,19-3,34,19,18,19,5,0,0,9,0,0,0,1,0,0,0,2,15,6,0,0.529
4/19/2018,at,Monmouth College,L,1-5,24,1,3,1,1,0,0,3,0,0,0,1,0,0,0,10,18,6,1,0.125
4/19/2018,at,Monmouth College,W,6-3,31,6,10,5,2,0,0,3,0,1,0,0,1,0,0,4,21,6,2,0.323
4/21/2018,,St. Norbert College,W,8-5,30,8,10,7,2,1,2,1,1,0,0,0,1,0,0,0,21,5,1,0.333
4/21/2018,,St. Norbert College,W,10-6,30,10,11,10,0,0,0,4,2,0,1,0,0,0,0,2,21,11,3,0.367
4/22/2018,,Lawrence University,W,12-4,31,12,13,11,4,0,1,2,0,0,0,0,2,0,0,0,18,10,2,0.419
4/22/2018,,Lawrence University,W,6-5,26,6,8,5,3,1,0,4,0,2,1,0,0,1,1,0,21,8,2,0.308
4/24/2018,at,Cornell College,L,4-7,28,4,9,4,2,0,0,3,0,0,0,0,0,0,0,6,21,17,4,0.321
4/24/2018,at,Cornell College,L,7-11,28,7,8,5,3,0,2,8,0,0,0,0,0,0,0,2,21,12,4,0.286
4/28/2018,vs,Lake Forest,L,1-4,26,1,6,1,0,0,1,0,0,0,0,0,0,0,0,6,18,8,0,0.231
4/28/2018,vs,Lake Forest,L,4-9,31,4,8,3,2,0,0,5,2,0,0,0,0,0,0,2,21,2,3,0.258
4/29/2018,at,Ripon College,W,6-4,27,6,7,6,4,0,0,4,0,0,0,4,0,2,0,9,21,8,1,0.259
4/29/2018,at,Ripon College,W,9-1,33,9,12,9,1,0,3,4,0,4,0,0,0,1,0,1,21,9,4,0.364
5/1/2018,,Wartburg College,L,3-14,19,3,5,2,0,1,0,4,0,0,1,1,1,0,0,1,15,8,0,0.263
5/4/2018,at,Lake Forest,W,2-0,22,2,6,2,0,0,0,3,1,1,0,0,2,1,0,3,21,10,0,0.273
5/4/2018,vs,Illinois College,L,1-4,26,1,5,1,1,0,0,2,0,1,0,0,1,0,0,3,18,9,4,0.192
5/5/2018,vs,Cornell,L,0-4,23,0,2,0,0,0,0,2,0,0,0,0,1,0,0,7,18,9,1,0.087
5/1/2108,,Wartburg College,L,4-6,27,4,7,4,0,0,1,5,0,2,0,0,3,0,0,1,21,6,1,0.259
Total,,,,256-173,1071,256,361,242,76,11,32,140,8,27,6,16,28,10,5,136,743,314,60,
