#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
17.0,"Remus, Maggie 17 Remus, Maggie",2.08,1.32,5-1,7-5,3,1-0,0,37.0,43,17,11,6,12,6,1,2,155,0.277,0,0,0,1,3,View Bio
18.0,"Wheeler, Darice 18 Wheeler, Darice",3.29,1.75,7-4,12-9,6,0-1,0,61.2,72,46,29,35,53,10,1,2,242,0.298,10,4,0,4,17,View Bio
2.0,"Anderson, Melissa 2 Anderson, Melissa",4.14,1.51,1-1,8-5,2,0-1,0,25.1,32,16,15,6,4,8,0,3,107,0.299,1,1,0,2,2,View Bio
,Totals,3.1,1.56,13-6,27-19,11,2,0,124.0,147,79,55,47,69,24,2,7,504,0.292,11,5,0,7,22,
,Opponents,7.31,2.25,6-13,32-19,10,0,1,120.2,198,143,126,72,56,43,6,13,551,0.359,16,11,0,7,12,
