Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/4/2018,vs,St. Olaf College,L,7-8,6.0,9,8,4,3,5,3,0,0,0,0,0,0,0,1,0,4.67
3/4/2018,vs,Macalester College,L,8-10,7.0,17,10,9,1,4,8,0,0,1,0,0,0,0,2,0,9.0
3/19/2018,vs,Farmingdale State,W,9-1,6.0,4,1,1,0,2,0,0,0,0,0,1,0,1,2,0,1.17
3/19/2018,vs,Carroll University,W,2-0,7.0,5,0,0,0,2,1,0,0,0,0,0,0,2,2,1,0.0
3/20/2018,vs,Worcester State,W,8-1,7.0,5,1,1,2,2,2,0,0,1,0,0,0,3,2,0,1.0
3/22/2018,vs,Calvin College,L,7-8,7.0,8,8,7,5,7,1,1,1,1,0,0,0,3,3,0,7.0
3/22/2018,vs,Oberlin College,W,3-2,9.0,8,2,1,0,3,0,0,0,0,0,0,0,4,3,0,0.78
3/23/2018,vs,St. Lawrence Univ.,W,7-1,7.0,5,1,1,3,2,1,0,0,0,0,0,0,5,3,0,1.0
3/23/2018,vs,Kalamazoo College,W,6-3,7.0,9,3,1,1,7,1,0,0,0,0,0,0,6,3,0,1.0
3/27/2018,,Simpson College,W,13-5,5.0,8,5,4,3,4,4,0,0,0,0,0,0,7,3,0,5.6
3/27/2018,,Simpson College,W,8-6,7.0,9,6,5,2,3,2,0,0,1,0,1,0,8,3,0,5.0
3/28/2018,at,Central College,W,5-3,7.0,7,3,3,1,1,0,1,0,0,0,0,0,9,3,1,3.0
3/28/2018,at,Central College,L,2-10,4.2,8,10,5,2,1,1,0,1,0,0,0,0,9,4,0,7.5
3/30/2018,,Mount Mary,W,9-1,6.0,5,1,1,1,4,1,0,0,0,0,0,0,10,4,0,1.17
3/30/2018,,Westminster,W,11-7,7.0,11,7,7,2,2,4,0,1,1,0,0,0,11,4,0,7.0
4/5/2018,,Illinois College,L,2-4,7.0,8,4,4,2,5,0,0,0,1,0,2,0,11,5,0,4.0
4/5/2018,,Illinois College,W,10-0,5.0,4,0,0,1,2,1,0,0,0,0,0,0,12,5,0,0.0
4/11/2018,at,Knox College,W,15-1,5.0,5,1,1,2,1,1,0,0,0,0,0,0,13,5,0,1.4
4/11/2018,at,Knox College,W,12-4,7.0,8,4,3,2,3,2,0,0,0,0,0,0,14,5,0,3.0
4/17/2018,vs,Beloit College,W,9-3,7.0,4,3,3,4,8,0,0,0,0,0,0,0,15,5,0,3.0
4/17/2018,vs,Beloit College,W,19-3,5.0,8,3,3,2,2,1,1,0,0,0,0,0,16,5,0,4.2
4/19/2018,at,Monmouth College,L,1-5,6.0,11,5,4,3,3,2,0,0,0,0,0,0,16,6,0,4.67
4/19/2018,at,Monmouth College,W,6-3,7.0,9,3,1,4,8,0,0,1,3,0,0,0,17,6,0,1.0
4/21/2018,,St. Norbert College,W,8-5,7.0,9,5,4,3,5,4,0,1,0,0,1,0,18,6,0,4.0
4/21/2018,,St. Norbert College,W,10-6,7.0,8,6,2,4,3,1,1,0,1,0,1,0,19,6,0,2.0
4/22/2018,,Lawrence University,W,12-4,6.0,9,4,3,1,2,1,0,1,0,0,0,0,20,6,0,3.5
4/22/2018,,Lawrence University,W,6-5,7.0,11,5,5,1,2,1,0,0,0,0,0,0,21,6,0,5.0
4/24/2018,at,Cornell College,L,4-7,7.0,9,7,4,1,2,3,0,0,0,0,0,0,21,7,0,4.0
4/24/2018,at,Cornell College,L,7-11,7.0,11,11,9,5,6,2,0,0,1,0,0,0,21,8,0,9.0
4/28/2018,vs,Lake Forest,L,1-4,6.0,7,4,4,1,0,2,0,2,1,0,0,0,21,9,0,4.67
4/28/2018,vs,Lake Forest,L,4-9,7.0,11,9,2,3,5,3,0,2,1,0,1,0,21,10,0,2.0
4/29/2018,at,Ripon College,W,6-4,7.0,6,4,2,6,10,0,0,0,3,0,0,0,22,10,0,2.0
4/29/2018,at,Ripon College,W,9-1,7.0,6,1,1,1,2,0,0,0,0,0,0,0,23,10,0,1.0
5/1/2018,,Wartburg College,L,3-14,5.0,13,14,14,6,1,3,0,0,3,0,1,0,23,11,0,19.6
5/4/2018,at,Lake Forest,W,2-0,7.0,3,0,0,1,0,0,0,0,0,0,0,0,24,11,0,0.0
5/4/2018,vs,Illinois College,L,1-4,6.0,5,4,1,2,2,0,0,0,0,0,0,0,24,12,0,1.17
5/5/2018,vs,Cornell,L,0-4,6.0,10,4,2,0,2,1,0,0,0,0,0,0,24,13,0,2.33
5/1/2108,,Wartburg College,L,4-6,7.0,9,6,5,2,2,0,0,1,0,0,0,0,24,14,0,5.0
Total,,,,256-173,247.2,302,173,127,83,125,57,4,11,19,0,8,0,24,14,2,
