Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 8, 2023 (Friday)",3:00 p.m.,Home,Saint Ambrose University (Iowa),"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"February 10, 2024 (Saturday)",12:30 pm,Neutral,Simpson College,"Decorah, IA",,,,"L,1-6",Box ScoreRecap
"February 10, 2024 (Saturday)",4:00 pm,Away,Luther College,"Decorah, IA",,,,"L,0-9",Box ScoreRecap
"February 17, 2024 (Saturday)",9am,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,0-9",Box ScoreRecap
"February 17, 2024 (Saturday)",11:30 am,Neutral,Principia College,"Bloomington, Ill.",,,,"L,0-9",Box ScoreRecap
"April 6, 2024 (Saturday)",9am,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-9",Box ScoreRecap
"April 6, 2024 (Saturday)",3pm,Away,Grinnell College,"Grinnell, IA",,,,"L,0-9",Box ScoreRecap
"April 13, 2024 (Saturday)",9am,Home,Lawrence University,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 13, 2024 (Saturday)",3pm,Home,Ripon College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 14, 2024 (Sunday)",12:00 p.m.,Home,Webster University,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 16, 2024 (Tuesday)",3:30 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,1-8",Box ScoreRecap
"April 20, 2024 (Saturday)",3pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-9",Box Score
"April 27, 2024 (Saturday)",9 am,Neutral,Midwest Conference,"Madison, WI/Nielsen Tennis Center",,,Midwest Conference Singles Championships,"T,0-0",Recap20240427060832-MWC24.pdf
"April 28, 2024 (Sunday)",9 am,Neutral,Midwest Conference,"Madison, WI/Nielsen Tennis Center",,,Midwest Conference Singles Championships,"T,0-0",MWC_Men_Tennis_Day_2.pdf
