Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2007 (Sunday)",1 pm,Away,Concordia University Chicago,"River Forest, IL",,,,"W,7-0",
"September 4, 2007 (Tuesday)",5 pm,Away,Concordia University Wisconsin,"Mequon, WI",,,,"T,0-0(2OT)",
"September 6, 2007 (Thursday)",7 pm,Away,Milwaukee School of Engineering,"Milwaukee, WI",,,,"L,1-3",
"September 8, 2007 (Saturday)",3 pm,Away,Ripon College,"Ripon, WI",,,,"W,5-0",
"September 15, 2007 (Saturday)",1 pm,Home,Knox College,"Lake Forest, IL",,,,"W,8-0",
"September 16, 2007 (Sunday)",11 am,Home,Albion College,"Lake Forest, IL",,,,"W,2-0",
"September 19, 2007 (Wednesday)",4:30 pm,Home,Illinois Wesleyan University,"Lake Forest, IL",,,,"L,1-4",
"September 23, 2007 (Sunday)",1 pm,Home,St. Norbert College,"Lake Forest, IL",,,,"L,0-2",
"September 26, 2007 (Wednesday)",6 pm,Away,Carthage College,"Kenosha, WI",,,,"L,1-4",
"September 29, 2007 (Saturday)",1 pm,Home,Lawrence University,"Lake Forest, IL",,,,"W,3-1",
"October 2, 2007 (Tuesday)",4 pm,Home,University of Chicago,"Lake Forest, IL",,,,"L,0-1",
"October 5, 2007 (Friday)",4 pm,Home,North Park University,"Lake Forest, IL",,,,"W,1-0",
"October 13, 2007 (Saturday)",11 am,Home,Grinnell College,"Lake Forest, IL",,,,"W,1-0",
"October 14, 2007 (Sunday)",1 pm,Away,Beloit College,"Beloit, WI",,,,"W,1-0",
"October 17, 2007 (Wednesday)",4 pm,Home,Dominican University (Ill.),"Lake Forest, IL",,,,"L,2-3(2OT)",
"October 20, 2007 (Saturday)",12 pm,Away,Illinois College,"Jacksonville, IL",,,,"W,5-1",
"October 21, 2007 (Sunday)",11 am,Away,Monmouth College,"Monmouth, IL",,,,"W,1-0",
"October 24, 2007 (Wednesday)",5 pm,Away,Carroll University,"Waukesha, WI",,,,"L,0-3",
"November 3, 2007 (Saturday)",12 pm,Neutral,St. Norbert College,Carroll,,,Midwest Conference Tournament,"W,2-1(OT)",
"November 4, 2007 (Sunday)",11 am,Away,Carroll University,"Waukesha, WI",,,Midwest Conference Tournament,"L,0-3",
