Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 19, 2025 (Tuesday)",6:00 PM,Home,NIACC,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"August 24, 2025 (Sunday)",1:30 PM,Home,Upper Iowa,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"August 29, 2025 (Friday)",5:00 PM,Home,Wartburg,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"September 2, 2025 (Tuesday)",4:00 PM,Home,Lakeland,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"September 7, 2025 (Sunday)",1:30 PM,Home,Minnesota Morris,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"September 10, 2025 (Wednesday)",7:00 PM,Away,Coe,"Cedar Rapids, IA",,,,,History
"September 13, 2025 (Saturday)",1:30 PM,Home,Augustana (IL),"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"September 19, 2025 (Friday)",6:00 PM,Away,Simpson,"Indianola, IA",,,,,History
"September 21, 2025 (Sunday)",2:00 PM,Away,Nebraska Wesleyan,"Lincoln, NE",,,,,History
"September 24, 2025 (Wednesday)",4:30 PM,Away,Central,"Pella, IA",,,,,History
"October 1, 2025 (Wednesday)",4:00 PM,Away,Ripon,"Ripon, WI",,,,,History
"October 4, 2025 (Saturday)",1:30 PM,Away,Lawrence,"Appleton, WI",,,,,History
"October 7, 2025 (Tuesday)",4:00 PM,Home,Grinnell,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"October 11, 2025 (Saturday)",1:30 PM,Away,Illinois College,"Jacksonville, IL",,,,,History
"October 15, 2025 (Wednesday)",4:00 PM,Home,Knox,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"October 18, 2025 (Saturday)",1:30 PM,Home,Lake Forest,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"October 23, 2025 (Thursday)",4:00 PM,Home,North Central (MN),"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"October 25, 2025 (Saturday)",1:30 PM,Home,Monmouth,"Mount Vernon, IA/Cornell Soccer Field",,,,,History
"November 1, 2025 (Saturday)",1:30 PM,Away,Beloit,"Beloit, WI",,,,,History
"November 7, 2025 (Friday)",TBA,Away,MWC Tournament,No. 1 seed,,,MWC Tournament,,History
