Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 10, 1965 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,0-7",
"April 13, 1965 (Tuesday)",,Away,Knox,"Galesburg, IL",,,"W,6-3",
"April 21, 1965 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,9-0",
"April 23, 1965 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"W,5-1",
"May 1, 1965 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"W,6-3",
"May 1, 1965 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"L,3.5-5.5",
"May 6, 1965 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"W,5-4",
"May 7, 1965 (Friday)",,Away,Beloit,"Beloit, WI",,,"W,7-2",
"May 10, 1965 (Monday)",,Home,Iowa State,"Grinnell, IA",,,"L,2-7",
"May 14, 1965 (Friday)",,Away,Midwest Conference Tournament,"Monmouth, IL",,,2nd/10 Teams,
