Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2018 (Saturday)",TBA,Away,University of Wisconsin-Whitewater Invite,"Whitewater, WI",,,,6th/8 Teams,RecapResults
"September 8, 2018 (Saturday)",9:00 a.m.,Away,Ripon College,"Ripon, WI",,,,"W,9-0",RecapResults
"September 8, 2018 (Saturday)",2:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,9-0",RecapResults
"September 9, 2018 (Sunday)",Noon,Away,St. Norbert College,De Pere. WI,,,,"W,9-0",RecapResults
"September 13, 2018 (Thursday)",4:30 p.m.,Home,Augustana College (IL),"Grinnell, IA/10th Avenue Courts",,,,"L,3-6",RecapResults
"September 15, 2018 (Saturday)",9:00 a.m.,Away,Beloit College,"Beloit, WI",,,,"W,9-0",RecapResults
"September 15, 2018 (Saturday)",3:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,3-6",RecapResults
"September 21, 2018 (Friday)",TBA,Neutral,ITA Midwest Regional,"St. Peter, MN",,,,,RecapResults
"September 21, 2018 (Friday)",TBD,Neutral,Gustavus Fall Invite,"St. Peter, MN",,,,,RecapResults
"September 30, 2018 (Sunday)",10:00 a.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,6-3",RecapResults
"September 30, 2018 (Sunday)",2:30 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"W,7-2",RecapResults
"October 6, 2018 (Saturday)",10:30 a.m.,Home,Knox College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"October 6, 2018 (Saturday)",3:00 p.m.,Home,Illinois College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"October 7, 2018 (Sunday)",9:00 a.m.,Home,Monmouth College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"October 13, 2018 (Saturday)",TBA,Neutral,Midwest Conference Individual Tournament,"Madison, WI",,,,,RecapResults
"March 2, 2019 (Saturday)",9:00 a.m.,Neutral,Bethel University,"Minneapolis, MN",,,,"L,1-8",RecapResults
"March 18, 2019 (Monday)",10:00 a.m.,Neutral,Stevens,"Orlando, FL (Sanlando Park Doubles 20-22, Singles 20-25)",,,,"W,9-0",RecapResults
"March 19, 2019 (Tuesday)",8:00 a.m. (ppd. to Wednesday),Neutral,Calvin College,"Orlando, FL (USTA T Doubles 9-11, Singles 9-14)",,,,"L,2-7",RecapResults
"March 20, 2019 (Wednesday)",3:00 Pm,Neutral,Colorado College,"Orlando, FL (USTA 15-20)",,,,"W,7-2",RecapResults
"March 21, 2019 (Thursday)",8:30 a.m.,Neutral,Hope College,"Orlando, FL (Lake Cane Tennis Center)",,,,"L,1-8",RecapResults
"March 21, 2019 (Thursday)",3:00 p.m.,Neutral,Concordia University (Wis.),"Orlando, FL (USTA T Doubles 9-11, Singles 9-14)",,,,"W,7-2",RecapResults
"April 6, 2019 (Saturday)",10:00 a.m.,Home,Simpson College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"April 7, 2019 (Sunday)",2:00 p.m.,Home,Luther College,"Grinnell, IA/10th Avenue Courts",,,,"L,4-5",RecapResults
"April 12, 2019 (Friday)",4:30 pm,Home,Central College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"April 13, 2019 (Saturday)",2:00 p.m.,Away,Augustana College (IL),"Rock Island, IL",,,,"L,3-6",RecapResults
"April 20, 2019 (Saturday)",9:00 a.m.,Home,University of Wisconsin-Eau Claire,"Grinnell, IA/10th Avenue Courts",,,,"L,3-6",RecapResults
"April 20, 2019 (Saturday)",3:00 p.m.,Home,Coe College,"Grinnell, IA/10th Avenue Courts",,,,"W,8-1",RecapResults
"April 25, 2019 (Thursday)",11:30 a.m.,Neutral,Cornell College (Semifinal),"Madison, WI",,,2019 Midwest Conference Team Tournament,"W,5-0",RecapResults
"April 25, 2019 (Thursday)",4:00 p.m.,Neutral,Lake Forest College (Championship),"Madison, WI",,,2019 Midwest Conference Team Tournament,"L,0-5",RecapResults
