Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Smith, Abbie",SO-2,24.66m,"80' 11""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,23.69m,"77' 9""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Smith, Abbie",SO-2,23.26m,"76' 4""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,23.16m,"76' 0""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Smith, Abbie",SO-2,22.38m,"73' 5""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Smith, Abbie",SO-2,22.33m,"73' 3""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Smith, Abbie",SO-2,22.21m,"72' 10""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Smith, Abbie",SO-2,22.16m,"72' 8""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Smith, Abbie",SO-2,22.11m,"72' 6""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,21.91m,"71' 10""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Smith, Abbie",SO-2,21.85m,"71' 8""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Smith, Abbie",SO-2,21.78m,"71' 5""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,21.63m,"70' 11""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Smith, Abbie",SO-2,21.29m,"69' 10""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,19.80m,"64' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Smith, Abbie",SO-2,19.41m,"63' 8""",IC True Blue Invitational,"May 1, 2021"
,"Smith, Abbie",SO-2,18.69m,"61' 4""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Dalla Betta, Francesca",JR-3,14.01m,"45' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
