Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2022 (Saturday)",11 a.m.,Home,Luther College,"De Pere, Wis./Donald J. Schneider Stadium",,,"St. Norbert Soccer Festival - De Pere, Wis.","T,2-2",Box ScoreRecapGame Book (PDF)
"September 3, 2022 (Saturday)",1:30 p.m.,Neutral,Gustavus Adolphus College vs. Lake Forest College,"De Pere, Wis./Donald J. Schneider Stadium",,,"St. Norbert Soccer Festival - De Pere, Wis.",GAC 1-0,Box Score (PDF)
"September 4, 2022 (Sunday)",11 a.m.,Neutral,Luther College vs. Lake Forest College,"De Pere, Wis./Donald J. Schneider Stadium",,,"St. Norbert Soccer Festival - De Pere, Wis.",LC 3-0,Box Score (PDF)
"September 4, 2022 (Sunday)",1:30 p.m.,Home,Gustavus Adolphus College,"De Pere, Wis./Donald J. Schneider Stadium",,,"St. Norbert Soccer Festival - De Pere, Wis.","L,1-0",Box ScoreRecapGame Book (PDF)Gallery
"September 7, 2022 (Wednesday)",6:30 p.m.,Home,North Park Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"L,4-0",Box ScoreRecapGame Book (PDF)
"September 9, 2022 (Friday)",2:30 p.m.,Away,College of St. Scholastica,"Duluth, Minn.",,,,"T,1-1",Box ScoreRecapGame Book (PDF)
"September 11, 2022 (Sunday)",Noon,Neutral,Nebraska Wesleyan Univ.,"Duluth, Minn.",,,,"W,3-1",Box ScoreRecapGame Book (PDF)
"September 14, 2022 (Wednesday)",7 p.m.,Away,Lakeland Univ.,"Plymouth, Wis.",,,,"W,2-0",Box ScoreRecapGame Book (PDF)
"September 17, 2022 (Saturday)",1 p.m.,Home,Aurora Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"T,1-1",Box ScoreRecapGame Book (PDF)
"September 18, 2022 (Sunday)",1 p.m.,Away,Carroll Univ.,"Waukesha, Wis.",,,,"L,3-1",Box ScoreRecapGame Book (PDF)
"September 21, 2022 (Wednesday)",6:30 p.m.,Home,Marian Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"T,1-1",Box ScoreRecapGame Book (PDF)Gallery
"September 24, 2022 (Saturday)",1 p.m.,Away,Concordia Univ. Chicago,"River Forest, Ill.",,,,"W,2-0",Box ScoreRecapGame Book (PDF)
"September 28, 2022 (Wednesday)",6:30 p.m.,Home,Concordia Univ. Wisconsin,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,2-1",Box ScoreRecapGame Book (PDF)Gallery
"October 1, 2022 (Saturday)",1 p.m.,Home,Dominican Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"L,3-1",Box ScoreRecapGame Book (PDF)Gallery
"October 5, 2022 (Wednesday)",7 p.m.,Away,Edgewood College,"Verona, Wis.",,,,"W,6-0",Box ScoreRecapGame Book (PDF)
"October 8, 2022 (Saturday)",1 p.m.,Away,Illinois Institute of Technology,"Chicago, Ill.",,,,"W,2-1",Box ScoreRecapGame Book (PDF)
"October 9, 2022 (Sunday)",1 p.m.,Away,UW-Whitewater,"Whitewater, Wis.",,,,"L,7-1",Box ScoreRecapGame Book (PDF)
"October 12, 2022 (Wednesday)",7 p.m.,Home,Wisconsin Lutheran College,"De Pere, Wis./Donald J. Schneider Stadium",,,,"T,1-1",Box ScoreRecapGame Book (PDF)
"October 16, 2022 (Sunday)",1 p.m.,Home,Rockford Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,1-0",Box ScoreRecapGame Book (PDF)Gallery
"October 19, 2022 (Wednesday)",7 p.m.,Away,Milwaukee School of Engineering,"Milwaukee, Wis.",,,,"L,3-1",Box ScoreRecapGame Book (PDF)
"October 22, 2022 (Saturday)",2 p.m.,Away,Benedictine Univ.,"Lisle, Ill.",,,,"L,2-1",Box ScoreRecapGame Book (PDF)
