Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 19, 1993 (Friday)",,Home,Hamline,"Grinnell, IA",,,"L,57-63",
"November 20, 1993 (Saturday)",,Home,Colorado College,"Grinnell, IA",,,"L,44-50",
"November 23, 1993 (Tuesday)",,Home,William Penn,"Grinnell, IA",,,"L,58-71",
"November 28, 1993 (Sunday)",,Away,Maryville,"St. Louis, MO",,,"W,72-48",
"November 30, 1993 (Tuesday)",,Home,Teikyo Marycrest,"Grinnell, IA",,,"L,52-89",
"December 4, 1993 (Saturday)",,Away,Loras,"Dubuque, IA",,,"L,59-75",
"December 7, 1993 (Tuesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,80-77",
"January 7, 1994 (Friday)",,Away,North Park,"Chicago, IL",,,"W,59-55",
"January 11, 1994 (Tuesday)",,Away,Blackburn,"Lake Forest, IL",,,"L,49-50",
"January 15, 1994 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,60-78",
"January 18, 1994 (Tuesday)",,Away,Knox,"Galesburg, IL",,,"W,68-60",
"January 21, 1994 (Friday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,47-74",
"January 22, 1994 (Saturday)",,Away,Beloit,"Beloit, WI",,,"L,41-69",
"January 25, 1994 (Tuesday)",,Home,Monmouth,"Grinnell, IA",,,"W,83-66",
"January 28, 1994 (Friday)",,Home,St. Norbert,"Grinnell, IA",,,"L,61-80",
"January 30, 1994 (Sunday)",,Home,Lawrence,"Grinnell, IA",,,"L,63-72",
"February 2, 1994 (Wednesday)",,Home,Cornell,"Grinnell, IA",,,"W,70-44",
"February 5, 1994 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,59-57",
"February 8, 1994 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"L,49-65",
"February 19, 1994 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,58-91",
"February 21, 1994 (Monday)",,Away,Cornell,"Mount Vernon, IA",,,"W,85-66",
"February 23, 1994 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,"L,48-69",
