Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",,Away,Edgewood College,"Madison, WI",,,"L,0-1",
"September 3, 2017 (Sunday)",,Away,Wisconsin Lutheran College,"Milwaukee, WI",,,"L,2-4",
"September 6, 2017 (Wednesday)",,Away,Marian University,"Fond du Lac, WI",,,"L,0-2",
"September 9, 2017 (Saturday)",,Home,Maranatha Baptist  University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,4-0",
"September 10, 2017 (Sunday)",,Home,Concordia University Chicago,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-1",
"September 13, 2017 (Wednesday)",,Home,Rockford University,"Beloit, Wis/Strong Complex Soccer Field",,,"L,1-2",
"September 16, 2017 (Saturday)",,Away,Illinois Institute of Technology,"Chicago, IL",,,"W,2-0",
"September 23, 2017 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,"L,0-3",
"September 24, 2017 (Sunday)",,Away,Knox College,"Galesburg, IL",,,"L,0-5",
"September 30, 2017 (Saturday)",,Home,Cornell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 5, 2017 (Thursday)",,Away,Lake Forest College,"Lake Forest, IL",,,"L,1-2",
"October 7, 2017 (Saturday)",,Home,Ripon College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,2-0",
"October 15, 2017 (Sunday)",,Home,Illinois College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 18, 2017 (Wednesday)",,Home,Monmouth College,"Beloit, Wis./Strong Complex Soccer Field",,,"T,1-1",
"October 21, 2017 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",
"October 28, 2017 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,"W,1-0",
