Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 7, 2004 (Saturday)",,Home,St. Mary's,,,,,"L,2-7",
"February 14, 2004 (Saturday)",,Home,Bethel,,,,,"L,2-7",
"February 21, 2004 (Saturday)",,Home,Minnesota-Duluth,,,,,"L,0-9",
"February 28, 2004 (Saturday)",,Home,St. Thomas,,,,,"L,3-6",
"March 5, 2004 (Friday)",,Away,Carleton,,,,,"L,0-9",
"March 14, 2004 (Sunday)",,Neutral,Wooster,,,,"Spring Trip - Hilton Head, S.C.","L,1-8",
"March 15, 2004 (Monday)",,Neutral,St. Lawrence,,,,"Spring Trip - Hilton Head, S.C.","L,1-8",
"March 17, 2004 (Wednesday)",,Neutral,Hope,,,,"Spring Trip - Hilton Head, S.C.","L,0-9",
"March 18, 2004 (Thursday)",,Neutral,Central (Ia.),,,,"Spring Trip - Hilton Head, S.C.","L,1-8",
"March 19, 2004 (Friday)",,Neutral,Franklin Pierce,,,,"Spring Trip - Hilton Head, S.C.","W,8-1",
"March 28, 2004 (Sunday)",,Neutral,Luther,,,,,"L,0-9",
"March 28, 2004 (Sunday)",,Away,UW-La Crosse,,,,,"L,1-8",
"March 30, 2004 (Tuesday)",,Away,St. Cloud State,,,,,"L,0-9",
"April 2, 2004 (Friday)",,Away,St. Catherine,,,,,"L,0-9",
"April 4, 2004 (Sunday)",,Home,St. Scholastica,,,,,"L,0-9",
"April 13, 2004 (Tuesday)",,Home,St. Olaf,,,,,"L,0-9",
"April 16, 2004 (Friday)",,Away,Concordia,,,,,"L,4-5",
"April 17, 2004 (Saturday)",,Away,Hamline,,,,,"L,4-5",
"April 18, 2004 (Sunday)",,Home,Gustavus Adolphus,,,,,"L,0-9",
"April 20, 2004 (Tuesday)",,Away,St. Benedict,,,,,"L,2-7",
"April 23, 2004 (Friday)",,Neutral,St. Benedict,Northfield,,,MIAC Championships,"L,3-6",
"April 23, 2004 (Friday)",,Neutral,Concordia,Northfield,,,MIAC Playoffs,"L,4-5",
