0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/20/2014,1,89,+19,12th/12
Prairie Fire Classic,3/28-29/2014,2,102-104=206,+64,54th/54
SEASON TOTALS,SEASON TOTALS,3,295 Avg. 98.3,+28,-
