Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 25, 2022 (Friday)",8:00 am,Neutral,Mount Mary University,"Peoria, Ill./ Louisville Slugger Dome",,,,"L,2-3",Box ScoreRecap
"February 25, 2022 (Friday)",2:30 pm,Neutral,Elmhurst University,"Peoria, Ill./ Louisville Slugger Dome",,,,"L,3-4",Box ScoreRecap
"March 6, 2022 (Sunday)",9:00 am CT,Neutral,Gordon College,"Clermont, Florida",,,Spring Break Games,"L,5-6",Box ScoreRecap
"March 6, 2022 (Sunday)",11:15 am CT,Neutral,Dominican University (Ill.),"Clermont, Florida/ Hancock Park",,,Spring Break Games,Canceled,
"March 7, 2022 (Monday)",9:45 am ET,Neutral,Aurora University,"Clermont, Florida/ Sleepy Hollow Sports Complex",,,Spring Break Games,"L,0-8",Box Score
"March 8, 2022 (Tuesday)",8:15 am CT,Neutral,Marian University,"Clermont, Florida/ Hancock Park",,,Spring Break Games,"L,3-5",Box ScoreRecap
"March 8, 2022 (Tuesday)",10:15 am CT,Neutral,University of Northwestern (MN),"Clermont, Florida/ Hancock Park",,,Spring Break Games,"L,0-7",Box ScoreRecap
"March 10, 2022 (Thursday)",2:15 PM CT,Neutral,Husson University,"Clermont, Florida/ Sleepy Hollow Sports Complex",,,Spring Break Games,Canceled,
"March 10, 2022 (Thursday)",6:00 pm CT,Neutral,Lakeland University,"Clermont, Florida/ Sleepy Hollow Sports Complex",,,Spring Break Games,"W,3-1",Box ScoreRecap
"March 11, 2022 (Friday)",8:15 am CT,Neutral,Marywood University,"Clermont, Florida/ Hancock Park",,,Spring Break Games,"L,2-7",Box ScoreRecap
"March 11, 2022 (Friday)",12:30 pm CT,Neutral,Simmons University,"Clermont, Florida/ Hancock Park",,,Spring Break Games,"L,1-6",Box ScoreRecap
"March 19, 2022 (Saturday)",1 p.m.,Home,Fontbonne University,"Monmouth, Ill./Monmouth College Softball Field",,,,Canceled,
"March 19, 2022 (Saturday)",3 p.m.,Home,Fontbonne University,"Monmouth, Ill./Monmouth College Softball Field",,,,Canceled,
"March 20, 2022 (Sunday)",1 p.m.,Home,University of Dubuque,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,2-11",Box ScoreRecap
"March 20, 2022 (Sunday)",3 p.m.,Home,University of Dubuque,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,0-6",Box ScoreRecap
"March 25, 2022 (Friday)",2 p.m.,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,0-8",Box ScoreRecap
"March 25, 2022 (Friday)",4 p.m.,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,5-6",Box ScoreRecap
"March 27, 2022 (Sunday)",2 p.m.,Home,Simpson College,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,1-4",Box ScoreRecap
"March 27, 2022 (Sunday)",4 p.m.,Home,Simpson College,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,1-7",Box ScoreRecap
