0,1,2
POINTS,2,Coe (9/14/2011) Central College (9/18/2011)
GOALS,1,Cornell College (9/1/2011) Coe (9/14/2011) Central College (9/18/2011)
ASSISTS,1,Cornell College (9/1/2011) UW-Oshkosh (9/25/2011)
SHOTS,3,Principia College (10/17/2011) Carroll (Wis.) (10/23/2011) Carroll Univ. (11/4/2011)
SHOTS ON GOAL,2,Principia College (10/17/2011) Carroll (Wis.) (10/23/2011)
SAVES,1,Monmouth College (9/17/2011) Central College (9/18/2011)
FOULS,2,Lake Forest College (10/8/2011)
CORNER KICKS,1,Carroll (Wis.) (10/23/2011) Carroll Univ. (11/4/2011)
