0,1,2
POINTS,2,Lake Forest College (10/8/2011)
GOALS,1,Univ. of Dubuque (9/10/2011) Coe (9/14/2011) UW-Oshkosh (9/25/2011) St. Catherine Univ. (10/2/2011) Lake Forest College (10/8/2011) Carroll Univ. (11/4/2011)
ASSISTS,1,Cornell College (9/1/2011) Univ. of Dubuque (9/10/2011) Coe (9/14/2011) Central College (9/18/2011) UW-Oshkosh (9/25/2011) St. Catherine Univ. (10/2/2011) Principia College (10/17/2011) Carroll Univ. (11/4/2011)
SHOTS,1,Lake Forest College (10/8/2011) Knox College (10/30/2011)
SHOTS ON GOAL,1,Monmouth College (9/17/2011)
SAVES,2,UW-Oshkosh (9/25/2011) Lake Forest College (10/8/2011) Principia College (10/17/2011) Carroll (Wis.) (10/23/2011) Carroll Univ. (11/4/2011)
FOULS,1,Cornell College (9/1/2011)
CORNER KICKS,1,Coe (9/14/2011) Central College (9/18/2011)
