0,1,2
POINTS,8,Augsburg College (9/3/2011) St. Norbert College (10/1/2011)
GOALS,3,St. Norbert College (10/1/2011) Principia College (10/17/2011)
ASSISTS,4,Augsburg College (9/3/2011)
SHOTS,26,Augsburg College (9/3/2011)
SHOTS ON GOAL,11,Augsburg College (9/3/2011) Principia College (10/17/2011)
SAVES,15,Illinois College (10/15/2011)
FOULS,22,St. Catherine Univ. (10/2/2011)
CORNER KICKS,8,UW-Oshkosh (9/25/2011)
