Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
9/1/2011,Cornell College,2-1,91:53,1,0.98,8,0.889,1,0,0,0,0
9/3/2011,Augsburg College,2-3,90:00,3,1.98,7,0.7,0,1,0,0,0
9/10/2011,Univ. of Dubuque,1-0,90:00,0,1.32,9,1.0,1,0,0,1,0
9/14/2011,Coe,1-1,110:00,1,1.18,6,0.857,0,0,1,0,0
9/17/2011,Monmouth College,0-3,90:00,3,1.53,5,0.625,0,1,0,0,0
9/18/2011,Central College,2-1,90:00,1,1.44,5,0.833,1,0,0,0,0
9/24/2011,Lawrence University,2-3,90:00,3,1.66,6,0.667,0,1,0,0,0
9/25/2011,UW-Oshkosh,1-2,90:00,2,1.7,2,0.5,0,1,0,0,0
10/1/2011,St. Norbert College,3-4,90:00,4,1.95,4,0.5,0,1,0,0,0
10/2/2011,St. Catherine Univ.,1-2,90:00,2,1.95,9,0.818,0,1,0,0,0
10/8/2011,Lake Forest College,1-5,90:00,5,2.22,3,0.375,0,1,0,0,0
10/15/2011,Illinois College,0-0,110:00,0,2.01,15,1.0,0,0,1,1,0
10/17/2011,Principia College,3-0,90:00,0,1.86,2,1.0,1,0,0,1,0
10/22/2011,Beloit College,0-5,90:00,5,2.07,7,0.583,0,1,0,0,0
10/23/2011,Carroll (Wis.),2-0,90:00,0,1.94,2,1.0,1,0,0,1,0
10/29/2011,Ripon College,0-3,90:00,3,2.0,13,0.813,0,1,0,0,0
10/30/2011,Knox College,0-5,90:00,5,2.18,9,0.643,0,1,0,0,0
11/4/2011,Carroll Univ.,1-0,90:00,0,2.06,2,1.0,1,0,0,1,0
Totals,,-,1661,38,2.06,114,0.75,6,10,2,5,0
Grinnell College,,-,1661:53,22,1.19,67,0.753,10,6,2,-,0
