0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Championship,"Sep 1-2, 2023",2,77-87=164,+20,t-72nd/95
Iowa Central Dual,"Sep 30, 2023",1,84,+14,17th/17
Grinnell Mini-Invite,"April 20, 2024",1,80,+10,t-6th/27
SEASON TOTALS,SEASON TOTALS,4,328 Avg. 82.0,+11,-
