0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Championship,"Sep 1-2, 2023",2,78-80=158,+14,t-47th/95
Iowa Central Fall Kickoff,"Sep 11, 2023",1,85,+14,
BVU Fall Invite,"Sep 16-17, 2023",2,77-76=153,+9,t-20th/68
Iowa Central Dual,"Sep 30, 2023",1,72,+2,5th/17
SEASON TOTALS,SEASON TOTALS,6,468 Avg. 78.0,+7,-
