0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Rhodes Spring Classic,"April 7-8, 2024",3,91-94-98=283,+67,56th/56
Grinnell Mini-Invite,"April 20, 2024",1,88,+18,14th/27
SEASON TOTALS,SEASON TOTALS,4,371 Avg. 92.8,+21,-
