Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2018 (Friday)",3:00 pm,Home,Blackburn College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,8-0",Box ScoreRecap
"September 2, 2018 (Sunday)",1:00 pm,Home,Simpson College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,3-0",Box ScoreRecap
"September 8, 2018 (Saturday)",3:00 pm,Away,Principia College,"Elsah, Ill.",,,Canceled,
"September 9, 2018 (Sunday)",1:00 pm,Home,Alverno College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,9-1",Box ScoreRecap
"September 12, 2018 (Wednesday)",7:00 pm,Away,Webster University,"St. Louis, MO",,,"L,1-4",Box ScoreRecap
"September 15, 2018 (Saturday)",1:00 pm,Home,Concordia University Chicago,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,6-2",Box ScoreRecap
"September 16, 2018 (Sunday)",2:00 pm,Away,Rockford University,"Rockford, IL",,,"W,6-0",Box ScoreRecap
"September 22, 2018 (Saturday)",1:30 pm,Away,Cornell College,"Mount Vernon, IA",,,"L,0-1",Box ScoreRecap
"September 24, 2018 (Monday)",7:00 pm,Away,University of Dubuque,"Dubuque, IA",,,"L,3-6",Box ScoreRecap
"September 26, 2018 (Wednesday)",4:00 pm,Home,Central College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-4",Box ScoreRecap
"September 29, 2018 (Saturday)",1:30 pm,Home,St. Norbert College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"(OT)W,3-2",Box ScoreRecap
"September 30, 2018 (Sunday)",1:30 pm,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-2",Box ScoreRecap
"October 9, 2018 (Tuesday)",4:00 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,6-0",Box ScoreRecap
"October 13, 2018 (Saturday)",1:30 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-3",Box ScoreRecap
"October 14, 2018 (Sunday)",1:30 pm,Away,Lawrence University,"Appleton, WI",,,"W,5-0",Box ScoreRecap
"October 20, 2018 (Saturday)",2:30 pm,Away,Grinnell College,"Grinnell, IA",,,"L,1-2",Box ScoreRecap
"October 23, 2018 (Tuesday)",4:00 pm,Away,Knox College,"Galesburg, IL",,,"L,1-2",Box ScoreRecap
"October 27, 2018 (Saturday)",1:30 pm,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,3-1",Box ScoreRecap
