Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2003 (Friday)",,Away,Wisconsin-River Falls,,,,Wisconsin-River Falls Invitational,"L,0-3",
"August 29, 2003 (Friday)",,Neutral,Central (Ia.),,,,Wisconsin-River Falls Invitational,"L,2-3",
"August 30, 2003 (Saturday)",,Neutral,St. Olaf,,,,Wisconsin-River Falls Invitational,"L,2-3",
"August 30, 2003 (Saturday)",,Neutral,Wisconsin-Stout,,,,Wisconsin-River Falls Invitational,"W,3-0",
"September 5, 2003 (Friday)",,Away,Augsburg,,,,Augsburg Invitational,"W,3-0",
"September 5, 2003 (Friday)",,Neutral,St. Scholastics,,,,Augsburg Invitational,"W,3-0",
"September 5, 2003 (Friday)",,Neutral,UW-Eau Claire,,,,Augsburg Invitational,"W,3-1",
"September 5, 2003 (Friday)",,Neutral,UW-Stout,,,,Augsburg Invitational,"W,3-0",
"September 12, 2003 (Friday)",,Neutral,Whitter (Calif.),,,,"Pacific Coast Classic (Claremount, Calif.)","W,3-0",
"September 12, 2003 (Friday)",,Neutral,Widener (Pa.),,,,"Pacific Coast Classic (Claremount, Calif.)","W,3-0",
"September 12, 2003 (Friday)",,Neutral,Concordia (Wis.),,,,"Pacific Coast Classic (Claremount, Calif.)","W,3-0",
"September 12, 2003 (Friday)",,Neutral,Pomona-Pitzer,,,,"Pacific Coast Classic (Claremount, Calif.)","W,3-0",
"September 17, 2003 (Wednesday)",,Away,St. Olaf,,,,,"W,3-2",
"September 19, 2003 (Friday)",,Away,Gustavus Adolphus,,,,,"L,2-3",
"September 24, 2003 (Wednesday)",,Home,Concordia College (Minn.),,,,,"L,1-3",
"September 27, 2003 (Saturday)",,Away,Augsburg,,,,,"W,3-0",
"October 1, 2003 (Wednesday)",,Home,Carleton,,,,,"W,3-1",
"October 3, 2003 (Friday)",,Home,Loras (Ia.),,,,St. Paul Mid-Season National Preview,"W,3-0",
"October 3, 2003 (Friday)",,Home,Bethel,,,,St. Paul Mid-Season National Preview,"W,3-1",
"October 4, 2003 (Saturday)",,Home,UW-Whitewater,,,,St. Paul Mid-Season National Preview,"L,0-3",
"October 4, 2003 (Saturday)",,Home,Central (Ia.),,,,St. Paul Mid-Season National Preview,"L,0-3",
"October 8, 2003 (Wednesday)",,Home,St. Thomas,,,,,"L,2-3",
"October 15, 2003 (Wednesday)",,Away,St. Mary's,,,,,"L,0-3",
"October 17, 2003 (Friday)",,Home,Hamline,,,,,"W,3-0",
"October 18, 2003 (Saturday)",,Away,St. Catherine,,,,,"W,3-0",
"October 22, 2003 (Wednesday)",,Home,College of Saint Benedict,,,,,"L,1-3",
"October 25, 2003 (Saturday)",,Away,Gustavus,,,,,"W,3-0",
"October 25, 2003 (Saturday)",,Neutral,Carleton,Gustavus,,,,"W,3-1",
"October 29, 2003 (Wednesday)",,Away,Bethel,,,,,"W,3-0",
