Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2016 (Saturday)",1 p.m.,Away,Concordia University Chicago,"River Forest, Ill.",,,,"L,30-40",Box ScoreRecapGame Notes
"September 10, 2016 (Saturday)",1 p.m.,Away,UW-La Crosse,"La Crosse, Wis.",,,,"L,14-65",Box ScoreRecapGame Notes
"September 17, 2016 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, Ill.",,,,"L,0-28",Box ScoreRecapGame Notes
"September 24, 2016 (Saturday)",1 p.m.,Home,Knox College,"RIPON, Wis.",,,,"W,33-19",Box ScoreRecapGame Notes
"October 1, 2016 (Saturday)",1 p.m.,Home,Macalester College,"RIPON, Wis.",,,Homecoming,"L,8-16",Box ScoreRecapGame Notes
"October 8, 2016 (Saturday)",2 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,,"L,29-51",Box ScoreRecapGame Notes
"October 15, 2016 (Saturday)",1 p.m.,Home,Beloit College,"RIPON, Wis.",,,,"L,14-24",Box ScoreRecapGame Notes
"October 22, 2016 (Saturday)",1 p.m.,Away,St. Norbert College,De Pere. Wis.,,,,"L,7-48",Box ScoreRecapGame Notes
"November 5, 2016 (Saturday)",1 p.m.,Away,Cornell College,"Mount Vernon, Iowa",,,,"L,28-31",Box ScoreRecapGame Notes
"November 12, 2016 (Saturday)",1 p.m.,Home,Lawrence University,"RIPON, Wis.",,,,"W,34-6",Box ScoreRecapGame Notes
