Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 1997 (Sunday)",,Away,Luther,"Decorah, IA",,,"L,0-3",
"September 13, 1997 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,3-0",
"September 14, 1997 (Sunday)",,Away,Wisconsin-Platteville,"Platteville, WI",,,"L,0-2",
"September 21, 1997 (Sunday)",,Home,St. John's (MN),"Grinnell, IA",,,"L,0-3",
"September 23, 1997 (Tuesday)",,Home,Simpson,"Grinnell, IA",,,"L,2-3",
"September 27, 1997 (Saturday)",,Away,Lawrence,"Aplleton, WI",,,"W,4-0",
"September 28, 1997 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"L,0-2",
"October 4, 1997 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,0-3",
"October 11, 1997 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,1-0",
"October 12, 1997 (Sunday)",,Home,Augustana,"Grinnell, IA",,,"L,0-2",
"October 15, 1997 (Wednesday)",,Away,Beloit,"Beloit, WI",,,"W,1-0",
"October 18, 1997 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"W,1-0",
"October 19, 1997 (Sunday)",,Home,Ripon,"Grinnell, IA",,,"L,0-1",
"October 22, 1997 (Wednesday)",,Away,Webster,Webster,,,"L,1-2",
"October 23, 1997 (Thursday)",,Away,Fontbonne,Fontbonne,,,"L,0-2",
"October 30, 1997 (Thursday)",,Home,Monmouth,"Grinnell, IA",,,"W,2-0",
"November 1, 1997 (Saturday)",,Away,Ripon (MWC Tournament Semifinal),"Ripon, WI",,,"L,1-3",
