Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Hardman, Ed",JR-3,22.76,16 Midwest Conference Championships,"May 13, 2016",1.1
,"Braun, Jonathan",JR-3,23.77,Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016",1.1
,"Silvia, Colton",SO-2,24.18,2016 Cornell Outdoor Invite,"Apr 9, 2016",1.9
,"Bolster, Henry",FR-1,24.88,2016 Kip Janvrin Open,"Apr 28, 2016",0.7
,"Braun, Jonathan",JR-3,24.88,2016 Cornell Outdoor Invite,"Apr 9, 2016",1.9
,"Gallagher, John",JR-3,25.51,Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016",0.1
,"Ogasawara, Ibuki",JR-3,25.81,2016 Cornell Outdoor Invite,"Apr 9, 2016",1.9
