Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2024 (Saturday)",6:00 PM,Away,University of Minnesota Morris,"Morris, MN",,,"L,16-17",Box ScoreRecap
"September 14, 2024 (Saturday)",6:00 PM,Home,Martin Luther College,"St. Paul, MN (Home)/ John Leaney Field at Macalester Stadium",,,"L,7-10",Box ScoreRecapGame Program
"September 28, 2024 (Saturday)",7:00 PM,Home,St. Olaf College,"St. Paul, MN (Home)/ John Leaney Field at Macalester Stadium",,,"L,0-29",Box ScoreRecapGame Program
"October 5, 2024 (Saturday)",1:00 PM,Away,College of St. Scholastica,"Duluth, MN",,,"L,28-30",Box ScoreRecap
"October 12, 2024 (Saturday)",1:00 PM,Away,Bethel University,"St. Paul, MN",,,"L,0-59",Box ScoreRecap
"October 19, 2024 (Saturday)",1:00 PM,Home,Gustavus Adolphus College,"St. Paul, MN (Home)/ John Leaney Field at Macalester Stadium",,,"L,7-36",Box ScoreRecapGame Program
"October 26, 2024 (Saturday)",1:00 PM,Home,Concordia College (Minn.),"St. Paul, MN (Home)/ John Leaney Field at Macalester Stadium",,,"L,7-44",Box ScoreRecapGame Program
"November 2, 2024 (Saturday)",7:00 PM,Home,Hamline University,"St. Paul, MN (Home)/ John Leaney Field at Macalester Stadium",,,"L,35-37",Box ScoreRecapGame Program
"November 9, 2024 (Saturday)",12:00 PM,Away,Augsburg University,"Minneapolis, MN",,,"L,3-33",Box ScoreRecap
"November 16, 2024 (Saturday)",12:00 PM,Away,College of St. Scholastica,"Duluth, MN/Walt Hunting Stadium",,,"L,41-44OT",Box ScoreRecap
