Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2018 (Saturday)",1 pm,Away,Wis.-Stevens Point,"Stevens Point, WI",,,"L,0-9",Box ScoreRecap
"September 2, 2018 (Sunday)",2 pm,Away,Saint Mary's (Minn.),"Winona, MN",,,"L,0-7",Box ScoreRecap
"September 5, 2018 (Wednesday)",3:30 pm,Home,Marian (Wis.),,,,"L,0-6",Box ScoreRecapVideo
"September 9, 2018 (Sunday)",3 pm,Home,Dubuque,,,,"L,0-4",Box ScoreRecap
"September 12, 2018 (Wednesday)",7 pm,Home,Wis.-Oshkosh,,,,"L,0-5",Box ScoreRecapVideo
"September 14, 2018 (Friday)",5 pm,Home,Augustana (Ill.),,,,"L,0-8",Box ScoreRecapVideo
"September 16, 2018 (Sunday)",3 pm,Away,Illinois Tech,"Chicago, IL",,,,Video
"September 19, 2018 (Wednesday)",6:30 pm,Home,St. Norbert,,,,"L,1-4",Box ScoreRecapVideo
"September 23, 2018 (Sunday)",5 pm,Home,Carroll (Wis.),,,,"L,0-6",Box ScoreRecapVideo
"September 29, 2018 (Saturday)",1:30 pm,Away,Illinois Col.,"Jacksonville, IL",,,"L,0-2",Box ScoreRecapVideo
"September 30, 2018 (Sunday)",1:30 pm,Away,Grinnell,"Grinnell, IA",,,"L,0-2",Box ScoreRecapVideo
"October 3, 2018 (Wednesday)",7 pm,Home,Ripon,,,,"L,0-6",Box ScoreRecapVideo
"October 6, 2018 (Saturday)",1 pm,Away,Beloit,"Beloit, WI",,,"L,0-6",Box ScoreRecapVideo
"October 10, 2018 (Wednesday)",5 pm,Home,Wis.-River Falls,,,,"L,0-4",Box ScoreRecapVideo
"October 13, 2018 (Saturday)",1:30 pm,Home,Cornell College,,,,"L,0-3",Box ScoreRecapVideo
"October 14, 2018 (Sunday)",1:30 pm,Home,Monmouth (Ill.),,,,"L,0-5",Box ScoreRecapVideo
"October 20, 2018 (Saturday)",2:30 pm,Home,Knox,,,,"L,0-4",Box ScoreRecapVideo
"October 21, 2018 (Sunday)",3 pm,Away,Rockford,"Rockford, IL",,,"L,1-2",Box ScoreRecapVideo
"October 27, 2018 (Saturday)",1:30 pm,Away,Lake Forest,"Lake Forest, IL",,,"L,0-4",Box ScoreRecapVideo
