Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2011 (Thursday)",5:00PM,Home,University of Dubuque,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"L,0-2",Box Score
"September 4, 2011 (Sunday)",2:00PM,Home,Illinois Wesleyan University,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"W,2-1",Box Score
"September 8, 2011 (Thursday)",5:00PM,Away,Coe College,"Cedar Rapids, Iowa",,,"L,1-2",
"September 10, 2011 (Saturday)",2:00PM,Away,Greenville College,"Greenville, Illinois",,,"L,0-4",
"September 14, 2011 (Wednesday)",5:00PM,Home,Central College,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"L,2-4",Box Score
"September 18, 2011 (Sunday)",1:00PM,Home,Cornell College,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"W,4-2",Box Score
"September 21, 2011 (Wednesday)",4:00PM,Away,Millikin University,"Decatur, Illinois",,,"W,2-1",
"September 24, 2011 (Saturday)",1:00PM,Away,St. Norbert College,"De Pere, Wisconsin",,,"T,1-1",
"October 1, 2011 (Saturday)",3:30PM,Away,Lake Forest College,"Lake Forest, Illinois",,,"T,1-1",
"October 4, 2011 (Tuesday)",3:00PM,Away,Illinois College,"Jacksonville, Illinois",,,"W,3-0",
"October 8, 2011 (Saturday)",2:30PM,Home,Lawerence University,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"W,4-0",Box Score
"October 11, 2011 (Tuesday)",3:00PM,Home,Grinnell College,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"W,2-1",Box Score
"October 15, 2011 (Saturday)",1:30PM,Home,Knox College,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"W,7-0",Box Score
"October 22, 2011 (Saturday)",12:30PM,Away,Carroll University,"Waukesha, Wisconsin",,,"L,0-3",
"October 23, 2011 (Sunday)",1:00PM,Away,Ripon College,"Ripon, Wisconsin",,,"W,2-1",Men's Soccer Results
"October 29, 2011 (Saturday)",2:30PM,Home,Beloit College,"Monmouth, Illinois/Peacock Memorial Athletic Park",,,"L,1-2",Box Score
