Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2018 (Saturday)",1:00 pm,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"L,7-32",Box ScoreRecap
"September 8, 2018 (Saturday)",1:00 pm,Home,Wartburg College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,24-18",Box ScoreRecap
"September 15, 2018 (Saturday)",,Neutral,Midwest Conference Bye Week,"Monmouth, Ill./April Zorn Memorial Stadium",,,,,History
"September 22, 2018 (Saturday)",1:00 pm,Home,Macalester College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,37-0",Box ScoreRecap
"September 29, 2018 (Saturday)",1:00 pm,Away,Lawrence University,"Appleton, WI",,,,"W,49-0",Box ScoreRecap
"October 6, 2018 (Saturday)",2:00 pm,Home,Grinnell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,55-0",Box ScoreRecapHOMECOMING
"October 13, 2018 (Saturday)",1:00 pm,Away,Illinois College,"Jacksonville, IL",,,,"W,45-13",Box ScoreRecap
"October 20, 2018 (Saturday)",1:00 pm,Home,Cornell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,51-0",Box ScoreRecap
"October 27, 2018 (Saturday)",1:00 pm,Home,Lake Forest College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,30-3",Box ScoreRecap
"November 3, 2018 (Saturday)",1:00 pm,Away,Knox College,"Galesburg, IL",,,,"W,40-7",Box ScoreRecap
"November 10, 2018 (Saturday)",1:00 pm,Away,St. Norbert College,De Pere. WI,,,Midwest Conference Championship Week,"L,7-10",Box ScoreRecap
