0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Invitational,"Sept. 23-24, 2011",2,98-94=192,+48,t-16th/35
Grinnell College Invitational,"Oct 1, 2011",1,89,+17,t-7th/39
IWU Spring Fling,"Apr 14-15, 2012",2,98-95=193,+49,83rd/88
SEASON TOTALS,SEASON TOTALS,5,474 Avg. 94.8,+23,-
