0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg College Women's Fall Invite,9/10/11 & 9/11/11,2,88-82=170,+26,t-37th/104
Illinois Wesleyan Fall Invitational,9/17-18/2011,2,83-80=163,+19,t-28th/133
Central College Fall Invitational,"Sept. 23-24, 2011",2,96-86=182,+38,11th/35
Grinnell College Invitational,"Oct 1, 2011",1,89,+17,t-7th/39
Midwest Conference Championships,10/7-9/2011,3,94-82-93=269,+53,9th/38
IWU Spring Fling,"Apr 14-15, 2012",2,94-95=189,+45,t-80th/88
Central College Spring Inv.,"April 20-21, 2012",2,98-88=186,+42,16th/41
SEASON TOTALS,SEASON TOTALS,14,1248 Avg. 89.1,+17,-
