Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2024 (Saturday)",1 p.m. EDT,Away,Wabash College,"Crawfordsville, Ind.",,,,"L,31-0",Box ScoreRecapGame Book (PDF)
"September 14, 2024 (Saturday)",1 p.m.,Home,UW-Stevens Point,"De Pere, Wis./Donald J. Schneider Stadium",,,,"L,24-3",Box ScoreRecapGame Book (PDF)
"September 21, 2024 (Saturday)",1 p.m.,Away,Aurora Univ.,"Montgomery, Ill.",,,,"L,49-0",Box ScoreRecapGame Book (PDF)
"September 28, 2024 (Saturday)",1 p.m.,Away,Rockford Univ.,"Rockford, Ill.",,,,"W,40-3",Box ScoreRecapGame Book (PDF)
"October 5, 2024 (Saturday)",Noon,Home,Concordia Univ. Wisconsin,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,28-10",Box ScoreRecapGame Book (PDF)
"October 12, 2024 (Saturday)",1 p.m.,Away,Benedictine Univ.,"Lisle, Ill.",,,,"W,14-0",Box ScoreRecapGame Book (PDF)
"October 19, 2024 (Saturday)",Noon,Home,Concordia Univ. Chicago,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,62-0",Box ScoreRecapGame Book (PDF)
"November 2, 2024 (Saturday)",1 p.m.,Away,Wisconsin Lutheran College,"Wauwatosa, Wis.",,,,"W,55-7",Box ScoreRecapGame Book (PDF)
"November 9, 2024 (Saturday)",Noon,Home,Lakeland Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,55-13",Box ScoreRecapGame Book (PDF)
"November 16, 2024 (Saturday)",Noon,Home,Eureka College,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,61-0",Box ScoreRecapGame Book (PDF)
"November 23, 2024 (Saturday)",11 a.m.,Neutral,Monmouth College,"Wauwatosa, Wis. / Raabe Stadium",,,Cousins Subs Lakefront Bowl,"W,20-14",Box ScoreRecapGame Book (PDF)
