Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 27, 2020 (Thursday)",1:00 pm,Neutral,Marian University,"Lenz Field, Jacksonville, IL",,,,Canceled,
"February 27, 2020 (Thursday)",3:30 pm,Neutral,Marian University,"Lenz Field, Jacksonville, Ill.",,,,Canceled,
"March 7, 2020 (Saturday)",12:00 Pm EST,Neutral,Norwich University,"Vero Beach, Fla.",,,Florida Coast Spring Training,"W,7-0",Box ScoreRecap
"March 7, 2020 (Saturday)",2:30 pm EST,Neutral,Norwich University,"Vero Beach, Fla.",,,Florida Coast Spring Training,"W,9-2",Box ScoreRecap
"March 8, 2020 (Sunday)",1:00 pm EDT,Neutral,Penn State Behrend,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"W,3-2",Box ScoreRecap
"March 9, 2020 (Monday)",10:00 am EDT,Neutral,Washington College (Md.),"Fort Pierce, Fla.",,,Florida Coast Spring Training,"L,4-11",Box ScoreRecap
"March 9, 2020 (Monday)",12:30 pm EDT,Neutral,Washington College (Md.),"Fort Pierce, Fla.",,,Florida Coast Spring Training,"L,0-7",Box ScoreRecap
"March 11, 2020 (Wednesday)",11:00 am EDT,Neutral,Cairn University,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"L,6-8",Box ScoreRecap
"March 11, 2020 (Wednesday)",1:30 pm EDT,Neutral,Cairn University,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"W,14-1",Box ScoreRecap
"March 12, 2020 (Thursday)",4:00 EDT,Neutral,Kenyon College,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"W,9-0",Box ScoreRecap
"March 12, 2020 (Thursday)",6:30 pm EDT,Neutral,Kenyon College,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"L,3-4",Box ScoreRecap
"March 13, 2020 (Friday)",10:00 am EDT,Neutral,Immaculata University,"Fort Pierce, Fla.",,,Florida Coast Spring Training,"W,9-2",Box ScoreRecap
"March 21, 2020 (Saturday)",,Away,Aurora University,"Aurora, IL",,,,Canceled,
"March 21, 2020 (Saturday)",,Away,Aurora University,"Aurora, IL",,,,Canceled,
"March 22, 2020 (Sunday)",,Home,Iowa Wesleyan University,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"March 22, 2020 (Sunday)",,Home,Iowa Wesleyan University,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"March 28, 2020 (Saturday)",,Away,Knox College,"Galesburg, IL",,,,Canceled,
"March 28, 2020 (Saturday)",,Away,Knox College,"Galesburg, IL",,,,Canceled,
"March 29, 2020 (Sunday)",,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"March 29, 2020 (Sunday)",,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 4, 2020 (Saturday)",,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 4, 2020 (Saturday)",,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 4, 2020 (Saturday)",,Home,Cornell College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 5, 2020 (Sunday)",,Away,Illinois College,"Jacksonville, IL",,,,Canceled,
"April 5, 2020 (Sunday)",,Away,Illinois College,"Jacksonville, IL",,,,Canceled,
"April 9, 2020 (Thursday)",,Away,Cornell College,"Mount Vernon, IA",,,,Canceled,
"April 9, 2020 (Thursday)",,Away,Cornell College,"Mount Vernon, IA",,,,Canceled,
"April 11, 2020 (Saturday)",,Home,Cornell College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 15, 2020 (Wednesday)",,Away,Illinois Wesleyan University,"Bloomington, IL",,,,Canceled,
"April 18, 2020 (Saturday)",,Home,Lawrence University,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 18, 2020 (Saturday)",,Home,Lawrence University,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 19, 2020 (Sunday)",,Home,St. Norbert College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 19, 2020 (Sunday)",,Home,St. Norbert College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"April 26, 2020 (Sunday)",,Away,Eureka College,"Eureka, IL",,,,Canceled,
"April 28, 2020 (Tuesday)",,Away,Webster University,"Sauget, Ill.",,,,Canceled,
"April 28, 2020 (Tuesday)",,Away,Webster University,"Sauget, Ill.",,,,Canceled,
"May 2, 2020 (Saturday)",,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"May 2, 2020 (Saturday)",,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,,Canceled,
"May 3, 2020 (Sunday)",,Away,Grinnell College,"Grinnell, IA",,,,Canceled,
"May 3, 2020 (Sunday)",,Away,Grinnell College,"Grinnell, IA",,,,Canceled,
"May 8, 2020 (Friday)",,Neutral,Midwest Conference,TBA,,,Midwest Conference Baseball Championships,Canceled,
"May 8, 2020 (Friday)",,Neutral,Midwest Conference,TBA,,,Midwest Conference Baseball Championships,Canceled,
"May 9, 2020 (Saturday)",,Neutral,Midwest Conference,TBA,,,Midwest Conference Baseball Championships,Canceled,
