Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2019 (Saturday)",5 PM,Home,Concordia University Chicago,"Beloit, WI/Strong Stadium",,,,"L,6-44",Box ScoreRecap
"September 14, 2019 (Saturday)",1 PM,Away,Crown College,"St. Bonifacius, MN",,,,"L,6-23",Box ScoreRecapGallery
"September 28, 2019 (Saturday)",1 PM,Away,Knox College,"Galesburg, IL",,,,"L,21-45",Box ScoreRecap
"October 5, 2019 (Saturday)",1 PM,Home,University of Chicago,"Beloit, WI/Strong Stadium",,,,"L,0-48",Box ScoreRecap
"October 12, 2019 (Saturday)",1 PM,Home,Lawrence University,"Beloit, WI/Strong Stadium",,,,"W,13-7",Box ScoreRecap
"October 19, 2019 (Saturday)",1 PM,Away,St. Norbert College,"De Pere, WI",,,,"L,0-66",Box ScoreRecap
"October 26, 2019 (Saturday)",1 PM,Home,Lake Forest College,"Beloit, WI/Strong Stadium",,,,"L,0-47",Box ScoreRecap
"November 2, 2019 (Saturday)",1 PM,Away,Ripon College,"Ripon, WI",,,,"L,7-49",Box ScoreRecap
"November 9, 2019 (Saturday)",1 PM,Home,Macalester College,"Beloit, WI/Strong Stadium",,,,"L,0-27",Box ScoreRecap
"November 16, 2019 (Saturday)",12 PM,Away,Knox College,"Galesburg, IL",,,Midwest Conference Championship Weekend,"L,11-27",Box ScoreRecap
