Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Voinescu, Isa",FR-1,31.45m,"103' 2""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,30.41m,"99' 9""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Marsh, Grace",SO-2,30.20m,"99' 1""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Marsh, Grace",SO-2,29.92m,"98' 2""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Marsh, Grace",SO-2,29.86m,"97' 11""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Voinescu, Isa",FR-1,29.77m,"97' 8""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,29.31m,"96' 2""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,28.96m,"95' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,28.56m,"93' 8""",Dick Young Classic,"Apr 22, 2023"
,"Marsh, Grace",SO-2,28.43m,"93' 3""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Marsh, Grace",SO-2,27.16m,"89' 1""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,27.16m,"89' 1""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Marsh, Grace",SO-2,26.27m,"86' 2""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Marsh, Grace",SO-2,26.16m,"85' 10""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Voinescu, Isa",FR-1,25.77m,"84' 6""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Marsh, Grace",SO-2,25.21m,"82' 8""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Marsh, Grace",SO-2,25.11m,"82' 4""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Voinescu, Isa",FR-1,25.00m,"82' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
