Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2003 (Saturday)",,Away,Ripon,"Ripon, WI",,,"L,21-26",
"September 13, 2003 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,7-28",
"September 27, 2003 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,0-10",
"October 4, 2003 (Saturday)",,Away,Macalester,"St. Paul, MN",,,"W,48-6",
"October 11, 2003 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,20-30",
"October 18, 2003 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,39-42",
"October 25, 2003 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"W,48-47",
"November 1, 2003 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"L,17-57",
"November 8, 2003 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"L,20-27",
"November 15, 2003 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"W,21-11",
