Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Huelskamp, Ethan",SO-2,1.81m,"5' 11.25""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Henderson, Erik",JR-3,1.79m,"5' 10.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
