#,Player,GP,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0
#,Player,GP,MIN,FG%,3PT%,FT%,OREB,DREB,REB,AST,STL,BLK,PTS
24.0,"Taylor, Jack 24 Taylor, Jack",24,20.8,0.389,0.358,0.734,0.9,0.7,1.5,3.0,1.3,0.0,28.8
23.0,"Levin, Aaron 23 Levin, Aaron",17,19.2,0.55,0.448,0.744,2.5,3.9,6.4,0.7,0.7,0.5,18.3
10.0,"Maher, Patrick 10 Maher, Patrick",25,20.5,0.516,0.4,0.804,1.9,2.5,4.4,8.0,1.9,0.3,17.6
2.0,"Yeager, Luke 02 Yeager, Luke",25,19.2,0.451,0.36,0.821,0.9,0.9,1.8,2.1,1.5,0.2,16.7
12.0,"Marx, Julian 12 Marx, Julian",25,17.4,0.465,0.453,0.846,0.6,0.8,1.4,1.4,0.7,0.0,13.4
3.0,"Parker, Kyle 03 Parker, Kyle",23,13.6,0.393,0.306,0.52,1.3,1.0,2.3,1.8,1.0,0.1,6.7
44.0,"Zachary, Tague 44 Zachary, Tague",25,17.9,0.36,0.322,0.643,1.7,2.4,4.2,0.4,0.9,1.4,5.8
35.0,"Olson, Cody 35 Olson, Cody",25,15.8,0.49,0.361,0.556,1.3,1.3,2.6,1.8,0.9,0.2,5.3
13.0,"Porter, Mike 13 Porter, Mike",25,10.3,0.403,0.341,0.8,1.0,0.5,1.5,0.9,0.6,0.0,3.1
22.0,"Johnson, Evan 22 Johnson, Evan",6,14.0,0.375,0.308,0.667,1.5,1.7,3.2,1.5,2.0,0.2,3.3
15.0,"Bartuch, Dylan 15 Bartuch, Dylan",25,10.7,0.441,0.28,0.824,0.8,0.5,1.3,0.6,0.6,0.0,2.0
4.0,"LaMacchia, Anthony 04 LaMacchia, Anthony",17,6.2,0.4,0.41,0.0,0.2,0.2,0.5,0.5,0.2,0.0,2.8
33.0,"Curta, Nick 33 Curta, Nick",25,13.0,0.356,0.08,0.75,1.4,2.3,3.7,0.1,0.5,0.4,1.6
54.0,"Hoegh, Stuart 54 Hoegh, Stuart",23,11.0,0.231,0.0,0.5,0.7,0.8,1.5,0.1,0.9,0.0,0.7
21.0,"LeMoine, Brent 21 LeMoine, Brent",19,3.6,0.25,0.0,0.0,0.4,0.5,0.9,0.1,0.2,0.0,0.1
42.0,"Davis, Ryan 42 Davis, Ryan",22,4.3,0.6,0.0,0.714,0.5,0.5,1.0,0.0,0.1,0.0,0.8
5.0,"Gardner, Hayes 05 Gardner, Hayes",16,2.8,0.667,0.667,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.8
11.0,"Walton, Aamir 11 Walton, Aamir",14,2.9,0.0,0.0,0.0,0.1,0.2,0.4,0.1,0.2,0.0,0.0
25.0,"Knoebber, Nicolas 25 Knoebber, Nicolas",4,1.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
45.0,"Page, James 45 Page, James",22,3.3,0.833,0.0,0.5,0.2,0.2,0.4,0.1,0.2,0.0,0.5
,Total,25,201.0,0.442,0.372,0.74,17.8,19.9,37.8,21.4,12.2,3.0,116.76
,Opponents,25,201.0,0.592,0.407,0.701,12.9,33.6,46.5,22.4,7.0,2.4,108.04
