Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 2009 (Saturday)",,Away,MacMurray College,"Jacksonville, Ill.",,,"W,39-22",
"September 12, 2009 (Saturday)",,Home,Carroll University,"Beloit, Wis./Strong Stadium",,,"W,25-7",
"September 19, 2009 (Saturday)",,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-58",
"September 26, 2009 (Saturday)",,Away,Knox College,"Galesburg, Ill.",,,"W,42-14",
"October 3, 2009 (Saturday)",,Home,Lake Forest College,"Beloit, Wis./Strong Stadium",,,"W,29-22",
"October 10, 2009 (Saturday)",,Home,Ripon College,"Beloit, Wis./Strong Stadium",,,"L,6-20",
"October 17, 2009 (Saturday)",,Away,Illinois College,"Jacksonville, Ill.",,,"L,42-50",
"October 24, 2009 (Saturday)",,Home,Lawrence University,"Appleton, Wis./Strong Stadium",,,"W,44-14",
"October 31, 2009 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,0-44",
"November 7, 2009 (Saturday)",,Home,Grinnell College,"Beloit, Wis./Strong Stadium",,,"W,41-7",
