Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2019 (Friday)",4:00 PM,Neutral,University of Dubuque,"Winona, MN/Saint Mary's University",,,Saint Mary's Tournament,"L,0-3",Box ScoreRecap
"August 30, 2019 (Friday)",6:00 PM,Neutral,University of Wisconsin - River Falls,"Winona, MN/Saint Mary's University",,,Saint Mary's Tournament,"L,0-3",Box ScoreRecap
"August 31, 2019 (Saturday)",10:00 AM,Neutral,University of Wisconsin-Superior,"Winona, MN/Saint Mary's University",,,Saint Mary's Tournament,"L,1-3",Box ScoreRecap
"August 31, 2019 (Saturday)",12:00 PM,Neutral,Luther College,"Winona, MN/Saint Mary's University",,,Saint Mary's Tournament,"L,0-3",Box ScoreRecap
"September 3, 2019 (Tuesday)",7:00 PM,Away,North Central University (MN),"Minneapolis, MN",,,,"L,2-3",Box ScoreRecap
"September 6, 2019 (Friday)",3:00 PM,Home,University of Wisconsin - River Falls,"St. Paul, MN (Home)/ Leonard Center",,,Macalester Invitational,"L,0-3",Box ScoreRecap
"September 6, 2019 (Friday)",7:00 PM,Home,Central College,"St. Paul, MN (Home)/ Leonard Center",,,Macalester Invitational,"L,0-3",Box ScoreRecap
"September 7, 2019 (Saturday)",10:00 AM,Home,Knox College,"St. Paul, MN (Home)/ Leonard Center",,,Macalester Invitational,"W,3-0",Box ScoreRecap
"September 7, 2019 (Saturday)",2:00 PM,Home,Bethany Lutheran College,"St. Paul, MN (Home)/ Leonard Center",,,Macalester Invitational,"L,1-3",Box ScoreRecap
"September 11, 2019 (Wednesday)",7:00 PM,Home,University of Wisconsin-Superior,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"September 14, 2019 (Saturday)",3:00 PM,Home,Crown College,"St. Paul, MN (Home)/ Leonard Center",,,,"W,3-1",Box ScoreRecap
"September 18, 2019 (Wednesday)",7:00 PM,Away,Carleton College,"Northfield, MN",,,,"L,1-3",Box ScoreRecap
"September 21, 2019 (Saturday)",3:00 PM,Away,Martin Luther College,"New Ulm, MN",,,,"W,3-1",Box ScoreRecap
"September 25, 2019 (Wednesday)",7:00 PM,Home,Saint Mary's University (Minn.),"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"September 28, 2019 (Saturday)",3:00 PM,Home,Augsburg University,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"October 2, 2019 (Wednesday)",7:00 PM,Home,College of Saint Benedict,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"October 5, 2019 (Saturday)",3:00 PM,Away,Concordia College (Minn.),"Moorhead, MN",,,,"L,0-3",Box ScoreRecap
"October 10, 2019 (Thursday)",7:00 PM,Home,Bethel University,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"October 11, 2019 (Friday)",7:00 PM,Home,Northland College,"St. Paul, MN (Home)/ Leonard Center",,,,"W,3-1",Box ScoreRecap
"October 16, 2019 (Wednesday)",7:00 PM,Home,St. Catherine University,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"October 19, 2019 (Saturday)",3:00 PM,Home,Buena Vista University,"St. Paul, MN (Home)/ Leonard Center",,,,"L,0-3",Box ScoreRecap
"October 25, 2019 (Friday)",7:00 PM,Away,University of St. Thomas,"St. Paul, MN",,,,"L,0-3",Box ScoreRecap
"October 26, 2019 (Saturday)",4:00 PM,Home,St. Olaf College,"St. Paul, MN (Home)/ Leonard Center",,,,"L,1-3",Box ScoreRecap
"October 30, 2019 (Wednesday)",7:00 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,0-3",Box ScoreRecap
"November 2, 2019 (Saturday)",3:00 PM,Away,Hamline University,"St. Paul, MN",,,,"L,0-3",Box ScoreRecap
