Statistic,High,Player,Opponent
PUTOUTS,14,Jennifer Fulton,Wartburg College (3/24/2012)
ASSISTS,7,Christina Colver,Westminster (4/7/2012); St. Norbert College (4/14/2012)
ERRORS,3,Jayme Wiebold,Simpson (4/3/2012); Monmouth College (4/28/2012)
PASSED BALLS,5,Aiyana Turpen-Scott,Greenville (3/21/2012)
DPS TURNED,1,Christina Colver,Knox College (4/29/2012); St. Norbert College (4/14/2012)
