Player,Longest,Current
"Wendt, Aniela",5,-
"Turpen-Scott, Aiyana",5,-
2,4,4
"Stromquist, Amanda",4,1
"Colver, Christina",3,1
"Wiebold, Jayme",3,3
"Fulton, Jennifer",2,-
"Menary, Jessica",2,-
"Ryan, Grace",1,-
8,1,1
"Fujimoto, Lindsay",1,-
