#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
7.0,"Stromquist, Amanda 7Stromquist, Amanda",6.11,2.32,0-1,4-3,1,0-0,0,18.1,37,24,16,5,4,10,1,0,94,0.394,1,0,0,0,0,View Bio
2.0,2  22,7.0,2.0,0-1,2-1,0,0-0,0,6.0,9,8,6,3,0,1,0,1,28,0.321,1,0,0,0,0,
6.0,"Fulton, Jennifer 6Fulton, Jennifer",7.64,2.1,0-5,6-3,1,0-0,0,18.1,30,24,20,8,11,4,1,3,83,0.361,5,3,0,1,2,View Bio
,Totals,6.89,2.18,0-7,12-7,2,0,0,42.2,76,56,42,16,15,15,2,4,205,0.371,7,3,0,1,2,
,Opponents,1.56,1.24,7-0,14-7,3,1,0,45.0,39,18,10,17,29,5,2,0,168,0.232,7,4,0,0,8,
