Player,Longest,Current
"Wendt, Aniela",6,1
"Turpen-Scott, Aiyana",5,-
"Fulton, Jennifer",5,-
2,4,4
"Stromquist, Amanda",4,1
"Colver, Christina",4,1
"Wiebold, Jayme",4,4
"Fujimoto, Lindsay",3,-
"Menary, Jessica",2,1
"Ryan, Grace",1,-
8,1,1
