Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/4/2012,at,Westminster (Mo.),L,0-7,6.0,6,7,3,2,3,1,0,0,0,1,0,0,0,1,0,3.5
3/4/2012,at,Westminster (Mo.),L,1-9,5.2,13,9,7,1,1,4,1,2,2,0,0,0,0,2,0,8.65
3/19/2012,at,Stephens College,L,5-13,5.2,15,13,5,2,3,4,1,0,2,0,0,0,0,3,0,6.18
3/21/2012,at,Greenville,L,1-5,6.0,4,5,1,2,2,1,0,0,0,0,0,0,0,4,0,1.17
3/21/2012,at,Greenville,L,4-6,6.0,11,6,5,1,1,4,1,0,0,0,0,0,0,5,0,5.83
3/24/2012,,Wartburg College,W,8-5,7.0,8,5,5,3,1,0,0,1,1,0,1,0,1,5,0,5.0
3/24/2012,,Wartburg College,L,1-9,7.0,16,9,7,4,0,3,1,0,1,0,0,0,1,6,0,7.0
3/28/2012,at,Coe College,L,0-7,6.0,12,7,6,0,2,5,0,0,3,0,0,0,1,7,0,7.0
3/28/2012,at,Coe College,L,2-21,4.0,21,21,21,6,0,3,0,5,0,0,0,0,1,8,0,36.75
3/31/2012,,Illinois College,L,1-10,6.0,16,10,7,1,2,5,1,0,0,0,0,0,1,9,0,8.17
3/31/2012,,Illinois College,L,2-3,7.0,7,3,3,1,4,1,1,0,0,0,1,0,1,10,0,3.0
4/3/2012,at,Simpson,L,0-12,4.0,16,12,9,2,1,5,0,1,1,0,0,0,1,11,0,15.75
4/3/2012,at,Simpson,L,0-8,4.2,8,8,7,3,0,3,0,2,2,0,0,0,1,12,0,10.5
4/6/2012,,Neb. Wesleyan,L,2-12,6.0,16,12,5,4,3,1,1,0,1,0,0,0,1,13,0,5.83
4/6/2012,,Westminster,L,2-7,7.0,9,7,7,4,2,2,0,1,2,0,0,0,1,14,0,7.0
4/7/2012,,Washington Univ.,L,2-12,5.0,12,12,12,3,4,1,1,0,4,0,0,0,1,15,0,16.8
4/7/2012,,Westminster,W,6-5,7.0,11,5,2,3,4,3,0,0,1,0,0,0,2,15,0,2.0
4/14/2012,vs,Lawrence University,L,0-12,4.0,11,12,7,3,2,2,1,1,1,0,0,0,2,16,0,12.25
4/14/2012,vs,Ripon College,L,0-10,7.0,10,10,7,0,2,2,0,1,2,0,0,0,2,17,0,7.0
4/14/2012,vs,St. Norbert College,L,0-8,5.2,14,8,5,1,0,2,0,0,3,0,0,0,2,18,0,6.18
4/22/2012,at,Lake Forest College,L,6-7,8.1,10,7,6,2,5,2,0,1,0,0,0,0,2,19,0,5.04
4/22/2012,at,Lake Forest College,L,1-9,4.0,11,9,8,1,0,1,0,2,2,0,0,0,2,20,0,14.0
4/25/2012,,Loras College,L,0-9,6.0,12,9,6,4,3,1,1,1,0,0,0,0,2,21,0,7.0
4/25/2012,,Loras College,L,0-14,5.0,15,14,12,5,0,5,1,0,6,0,1,0,2,22,0,16.8
4/28/2012,at,Monmouth College,L,1-9,5.2,12,9,6,4,1,2,0,0,3,0,0,0,2,23,0,7.41
4/28/2012,at,Monmouth College,L,0-8,4.2,8,8,5,3,2,1,0,1,1,0,0,0,2,24,0,7.5
4/29/2012,,Knox College,L,7-10,7.0,12,10,7,4,1,3,0,0,1,0,2,0,2,25,0,7.0
Total,,,,52-247,154.3,316,247,181,69,49,67,11,19,39,1,5,0,2,25,0,
