Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2016 (Friday)",2:00 PM,Neutral,Edgewood College,"St. Louis, MO",,,Washington University Baden Invite,"L,0-3",Box ScoreRecap
"September 2, 2016 (Friday)",6:00 PM,Away,Washington University in St. Louis,"St. Louis, MO",,,Washington University Baden Invite,"L,0-3",Box ScoreRecap
"September 3, 2016 (Saturday)",9:30 AM,Neutral,Webster University,"St. Louis, MO",,,Washington University Baden Invite,"L,0-3",Box ScoreRecap
"September 3, 2016 (Saturday)",1:30 PM,Neutral,Adrian College,"St. Louis, MO",,,Washington University Baden Invite,"L,0-3",Box ScoreRecap
"September 6, 2016 (Tuesday)",7:00 pm,Away,Eureka College,"Eureka, IL",,,,"L,1-3",Box ScoreRecap
"September 7, 2016 (Wednesday)",7:00 pm,Home,Iowa Wesleyan University,"Galesburg, IL/Memorial Gymnasium",,,,"L,1-3",Box ScoreRecap
"September 9, 2016 (Friday)",6:00 PM,Away,Northland College,"Ashland, WI",,,Northland College Tournament,"L,1-3",Box ScoreRecap
"September 9, 2016 (Friday)",8:00 PM,Neutral,University of Wisconsin River Falls,"Ashland, WI",,,Northland College Tournament,"L,0-3",Box ScoreRecap
"September 10, 2016 (Saturday)",10:00 AM,Neutral,University of Wisconsin-Stout,"Ashland, WI",,,Northland College Tournament,"L,0-3",Box ScoreRecap
"September 10, 2016 (Saturday)",2:00 PM,Neutral,University of Wisconsin-Superior,"Ashland, WI",,,Northland College Tournament,"L,0-3",Box ScoreRecap
"September 16, 2016 (Friday)",2:00 PM,Away,North Park University,"Chicago, IL",,,North Park University Classic,"L,1-3",Box ScoreRecap
"September 16, 2016 (Friday)",6:00 PM,Neutral,Nebraska Wesleyan University,"Chicago, IL",,,North Park University Classic,"L,0-3",Box ScoreRecap
"September 17, 2016 (Saturday)",10:00 AM,Neutral,Beloit College,"Chicago, IL",,,North Park University Classic,"W,3-1",Box ScoreRecap
"September 17, 2016 (Saturday)",12:00 PM,Neutral,Aurora University,"Chicago, IL",,,North Park University Classic,"L,0-3",Box ScoreRecap
"September 21, 2016 (Wednesday)",4:00 pm,Away,MacMurray College,"Jacksonville, IL",,,,"W,3-1",Box ScoreRecap
"September 21, 2016 (Wednesday)",6:00 pm,Neutral,Robert Morris University (Ill.)-Springfield,"Jacksonville, IL",,,,"L,1-3",Box ScoreRecap
"September 22, 2016 (Thursday)",7:00 pm,Away,Rockford University,"Rockford, IL",,,,"W,3-1",Box ScoreRecap
"September 29, 2016 (Thursday)",7:00 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,0-3",Box ScoreRecap
"October 1, 2016 (Saturday)",1:00 PM,Home,Lake Forest College,"Galesburg, IL/Memorial Gymnasium",,,,"W,3-1",Box ScoreRecap
"October 7, 2016 (Friday)",7:00 pm,Away,St. Norbert College,De Pere. WI,,,,"L,0-3",Box ScoreRecap
"October 8, 2016 (Saturday)",1:00 PM,Away,Lawrence University,"Appleton, WI",,,,"L,0-3",Box ScoreRecap
"October 11, 2016 (Tuesday)",7:00 pm,Home,Cornell College,"Galesburg, IL/Memorial Gymnasium",,,,"L,0-3",Box Score
"October 21, 2016 (Friday)",7:00 pm,Home,Beloit College,"Galesburg, IL/Memorial Gymnasium",,,,"W,3-1",Box ScoreRecap
"October 22, 2016 (Saturday)",1:00 PM,Home,Ripon College,"Galesburg, IL/Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 24, 2016 (Monday)",7:00 pm,Home,Robert Morris-Springfield,"Galesburg, IL/Memorial Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 26, 2016 (Wednesday)",7:00 pm,Away,Monmouth College,"Monmouth, IL",,,,"W,3-1",Box ScoreRecap
"October 28, 2016 (Friday)",7:30 pm,Home,Grinnell College,"Galesburg, IL/Memorial Gymnasium",,,,"L,1-3",Box ScoreRecap
