Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 7, 2010 (Sunday)",11:00 a.m.,Neutral,Minnesota-Morris,Concordia-St. Paul Dome,,,"W,10-6",Recap
"March 7, 2010 (Sunday)",11:00 a.m.,Neutral,Minnesota-Morris,Concordia-St. Paul Dome,,,"L,8-9",Recap
"March 14, 2010 (Sunday)",1:00 p.m.,Neutral,Brockport State (N.Y.),"Ft. Myers, Fla.",,,"L,1-2",Recap
"March 14, 2010 (Sunday)",3:00 p.m.,Neutral,NYU-Polytechnic Institute,"Ft. Myers, Fla.",,,"L,4-6",Recap
"March 15, 2010 (Monday)",9:00 a.m.,Neutral,Roger Williams (R.I.),"Ft. Myers, Fla.",,,"L,0-2",Recap
"March 15, 2010 (Monday)",11:00 a.m.,Neutral,Oswego State (N.Y.),"Ft. Myers, Fla.",,,"W,5-0",Recap
"March 17, 2010 (Wednesday)",9:00 a.m.,Neutral,Wheaton (Mass.),"Ft. Myers, Fla.",,,"L,0-14",Recap
"March 17, 2010 (Wednesday)",11:00 a.m.,Neutral,Fredonia State (N.Y.),"Ft. Myers, Fla.",,,"L,8-12",Recap
"March 18, 2010 (Thursday)",9:00 a.m.,Neutral,Stevens Tech (N.J.),"Ft. Myers, Fla.",,,"W,3-1",Recap
"March 18, 2010 (Thursday)",11:00 a.m.,Neutral,Salem State (Mass.),"Ft. Myers, Fla.",,,"L,4-5",Recap
"March 20, 2010 (Saturday)",9:00 a.m.,Neutral,New Paltz (N.Y.),"Ft. Myers, Fla.",,,"L,6-8",Recap
"March 20, 2010 (Saturday)",1:00 p.m.,Neutral,Wisconsin-Superior,"Ft. Myers, Fla.",,,"L,4-12",Recap
"March 27, 2010 (Saturday)",1:00 p.m.,Home,Bethany Lutheran,Macalester Field,,,"W,9-4",Recap
"March 27, 2010 (Saturday)",1:00 p.m.,Home,Bethany Lutheran,Macalester Field,,,"L,2-4",Recap
"March 31, 2010 (Wednesday)",4:00 p.m.,Away,Augsburg,Minneapolis,,,"L,3-11",Recap
"March 31, 2010 (Wednesday)",4:00 p.m.,Away,Augsburg,Minneapolis,,,"L,2-10",Recap
"April 2, 2010 (Friday)",9:00 a.m.,Away,Grinnell (Ia.),"Grinnell, Ia.",,,"L,1-3",Recap
"April 2, 2010 (Friday)",1:00 p.m.,Neutral,Graceland (Ia.),"Grinnell, Ia.",,,"L,4-8",Recap
"April 3, 2010 (Saturday)",9:00 a.m.,Neutral,Wisconsin-Oshkosh,"Grinnell, Ia.",,,"L,5-15",Recap
"April 3, 2010 (Saturday)",3:00 p.m.,Neutral,Washington (Mo.),"Grinnell, Ia.",,,"L,3-5",Recap
"April 7, 2010 (Wednesday)",4:00 p.m.,Away,Hamline,St. Paul,,,"L,2-4",Recap
"April 7, 2010 (Wednesday)",4:00 p.m.,Away,Hamline,St. Paul,,,"L,1-9",Recap
"April 8, 2010 (Thursday)",4:00 p.m.,Home,Carleton,Macalester Field,,,"W,10-2",Recap
"April 8, 2010 (Thursday)",4:00 p.m.,Home,Carleton,Macalester Field,,,"L,2-4",Recap
"April 10, 2010 (Saturday)",1:00 p.m.,Home,St. Mary's,Macalester Field,,,"L,4-7",Recap
"April 10, 2010 (Saturday)",1:00 p.m.,Home,St. Mary's,Macalester Field,,,"L,6-11(8 inn.)",Recap
"April 15, 2010 (Thursday)",4:00 p.m.,Away,St. Olaf,Northfield,,,"W,8-6",Recap
"April 15, 2010 (Thursday)",4:00 p.m.,Away,St. Olaf,Northfield,,,"L,2-8",Recap
"April 17, 2010 (Saturday)",4:30 p.m.,Home,Bethel,Macalester Field,,,"L,1-8",Recap
"April 17, 2010 (Saturday)",4:30 p.m.,Home,Bethel,Macalester Field,,,"L,8-12",Recap
"April 20, 2010 (Tuesday)",4:00 p.m.,Away,Concordia,Moorhead,,,"L,1-2",Recap
"April 20, 2010 (Tuesday)",4:00 p.m.,Away,Concordia,Moorhead,,,"W,6-3",Recap
"April 22, 2010 (Thursday)",5:00 p.m.,Home,St. Benedict,Macalester Field,,,"L,5-6",Recap
"April 22, 2010 (Thursday)",5:00 p.m.,Home,St. Benedict,Macalester Field,,,"L,1-8",Recap
"April 24, 2010 (Saturday)",3:00 p.m.,Home,St. Catherine,Macalester Field,,,"W,4-3(8 inn.)",Recap
"April 24, 2010 (Saturday)",3:00 p.m.,Home,St. Catherine,Macalester Field,,,"L,1-4(9 inn.)",Recap
"April 28, 2010 (Wednesday)",4:00 p.m.,Away,Gustavus Adolphus,St. Peter,,,"L,0-7",Recap
"April 28, 2010 (Wednesday)",4:00 p.m.,Away,Gustavus Adolphus,St. Peter,,,"L,0-11",Recap
"May 1, 2010 (Saturday)",6:00 p.m.,Home,St. Thomas,Macalester Field,,,"L,3-8",Recap
"May 1, 2010 (Saturday)",6:00 p.m.,Home,St. Thomas,Macalester Field,,,"L,0-7",Recap
