Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 1990 (Wednesday)",,Away,Grand View,"Des Moines, IA",,,"L,1-3(15-8, 10-15, 8-15, 13-15)",
"September 8, 1990 (Saturday)",,Neutral,Clarke (Upper Iowa Invitational),"Fayette, IA",,,"L,2-3(15-9, 2-15, 11-15, 15-12, 15-17)",
"September 8, 1990 (Saturday)",,Away,Upper Iowa (Upper Iowa Invitational),"Fayette, IA",,,"W,3-2(10-15, 15-6, 15-5, 6-15, 15-8)",
"September 12, 1990 (Wednesday)",,Home,Iowa Wesleyan,"Grinnell, IA",,,"W,3-1(13-15, 15-7, 15-9, 15-13)",
"September 15, 1990 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"W,3-2(13-15, 15-6, 15-12, 9-15, 15-11)",
"September 26, 1990 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,3-0(forfeit)",
"September 29, 1990 (Saturday)",,Neutral,Cardinal Stritch (Lake Forest Invitational),"Lake Forest, IL",,,"L,0-2(7-15, 3-15)",
"September 29, 1990 (Saturday)",,Away,Lake Forest (Lake Forest Invitational),"Lake Forest, IL",,,"L,1-2(16-14, 5-15, 11-15)",
"September 29, 1990 (Saturday)",,Neutral,Trinity (Lake Forest Invitational),"Lake Forest, IL",,,"L,0-2(14-16, 10-15)",
"October 5, 1990 (Friday)",,Home,Illinois College,"Grinnell, IA",,,"L,1-3(3-15, 15-12, 18-20, 14-16)",
"October 6, 1990 (Saturday)",,Home,Mount St. Clare (Grinnell Invitational),"Grinnell, IA",,,"W,2-1(15-4, 11-15, 15-5)",
"October 6, 1990 (Saturday)",,Home,Clarke (Grinnell Invitational),"Grinnell, IA",,,"W,2-1(4-15, 15-12, 16-14)",
"October 6, 1990 (Saturday)",,Home,Luther (Grinnell Invitational),"Grinnell, IA",,,"L,0-2(11-15, 11-15)",
"October 6, 1990 (Saturday)",,Home,Northwestern (IA) (Grinnell Invitational),"Grinnell, IA",,,"L,0-2(2-15, 10-15)",
"October 13, 1990 (Saturday)",,Home,Grand View,"Grinnell, IA",,,"W,2-0(16-14, 15-10)",
"October 13, 1990 (Saturday)",,Home,Upper Iowa,"Grinnell, IA",,,"W,2-0(15-12, 12-15, 15-8)",
"October 19, 1990 (Friday)",,Away,Knox,"Galesburg, IL",,,"L,0-3(6-15, 13-15, 9-15)",
"October 20, 1990 (Saturday)",,Neutral,Marycrest (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,1-2(15-13, 14-15, 9-15)",
"October 20, 1990 (Saturday)",,Neutral,Coe (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,1-2(15-10, 10-15, 6-15)",
"October 20, 1990 (Saturday)",,Away,Mount Mercy (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,0-2(5-15, 2-15)",
"October 20, 1990 (Saturday)",,Neutral,Briar Cliff (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,0-2(9-15, 6-15)",
"October 22, 1990 (Monday)",,Home,Wartburg,"Grinnell, IA",,,"L,0-2(4-15, 7-15, 12-15)",
"October 25, 1990 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"L,0-3(4-15, 7-15, 10-15)",
"November 2, 1990 (Friday)",,Neutral,Lawrence (MWC Tournament),"De Pere, WI",,,"L,0-2(5-15, 11-15)",
"November 3, 1990 (Saturday)",,Neutral,Cornell (MWC Tournament),"De Pere, WI",,,"L,0-2(3-15, 2-15)",
"November 3, 1990 (Saturday)",,Neutral,Coe (MWC Tournament),"De Pere, WI",,,"W,2-0(forfei)",
