Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2022 (Thursday)",7:00 PM,Home,North Central University (MN),"St. Paul, MN (Home)/ Macalester Stadium",,,,"W,6-0",Box ScoreRecapGame Program
"September 3, 2022 (Saturday)",11:30 AM PST,Away,"University of California, Santa Cruz","Santa Cruz, CA/UC Santa Cruz",,,UC Santa Cruz Tournament,"T,1-1",Box ScoreRecap
"September 5, 2022 (Monday)",10:00 AM PST,Neutral,California Lutheran University,"Santa Cruz, CA/UC Santa Cruz",,,UC Santa Cruz Tournament,"L,0-1",Box ScoreRecap
"September 9, 2022 (Friday)",7:30 PM,Home,Wartburg College,"St. Paul, MN (Home)/ Macalester Stadium",,,,"T,0-0",Box ScoreRecapGame Program
"September 11, 2022 (Sunday)",3:00 PM,Away,Luther College,"Decorah, IA",,,,"L,0-1",Box ScoreRecap
"September 13, 2022 (Tuesday)",4:00 PM,Away,Concordia College (Minn.),"Moorhead, MN",,,,"W,4-2",Box ScoreRecap
"September 17, 2022 (Saturday)",3:30 PM,Home,Augsburg University,"St. Paul, MN (Home)/ Macalester Stadium",,,,"T,0-0",Box ScoreRecapGame Program
"September 20, 2022 (Tuesday)",7:30 PM,Home,University of Wisconsin-Superior,"St. Paul, MN (Home)/ Macalester Stadium",,,,Postponed,Game Program
"September 24, 2022 (Saturday)",12:30 PM,Home,St. Olaf College,"St. Paul, MN (Home)/ Macalester Stadium",,,,"L,0-4",Box ScoreRecapGame Program
"September 28, 2022 (Wednesday)",4:00 PM,Away,Bethel University,"St. Paul, MN",,,,"W,3-1",Box ScoreRecap
"October 1, 2022 (Saturday)",3:30 PM,Home,Hamline University,"St. Paul, MN (Home)/ Macalester Stadium",,,,"W,3-0",Box ScoreRecapGame Program
"October 8, 2022 (Saturday)",4:00 PM,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"L,0-1",Box ScoreRecap
"October 11, 2022 (Tuesday)",4:00 PM,Away,College of St. Scholastica,"Duluth, MN",,,,"W,4-0",Box ScoreRecap
"October 14, 2022 (Friday)",7:30 PM,Home,Carleton College,"St. Paul, MN (Home)/ Macalester Stadium",,,,"W,3-0",Box ScoreRecapGame Program
"October 22, 2022 (Saturday)",3:30 PM,Away,Saint John's University,"Collegeville, MN",,,,"W,2-1",Box ScoreRecap
"October 26, 2022 (Wednesday)",7:00 PM,Away,Saint Mary's University (Minn.),"Winona, MN",,,,"W,1-0",Box ScoreRecap
"October 29, 2022 (Saturday)",3:30 PM,Home,Gustavus Adolphus College,"St. Paul, MN (Home)/ Macalester Stadium",,,,"L,0-1",Box ScoreRecapGame Program
"November 1, 2022 (Tuesday)",2:00 PM,Home,Saint John's University,"St. Paul, MN (Home)/ Macalester Stadium",,,MIAC Playoffs,"L,0-1",Box ScoreRecapGame Program
