Statistic,High,Opponent
POINTS,155,Barclay (11/10/22)
FIELD GOALS MADE,56,Barclay (11/10/22)
FIELD GOAL ATTEMPTS,111,Emmaus (12/08/22)
3 PT FIELD GOALS MADE,40,Emmaus (12/08/22)
3 PT FG ATTEMPTS,111,Emmaus (12/08/22)
FREE THROWS MADE,26,Beloit (02/14/23)
FREE THROW ATTEMPTS,37,Knox (11/29/22)
REBOUNDS,82,Barclay (11/10/22)
ASSISTS,33,Barclay (11/10/22); Emmaus (12/08/22)
STEALS,20,Emmaus (12/08/22)
BLOCKED SHOTS,6,Barclay (11/10/22)
TURNOVERS,23,North Park (11/12/22)
FOULS,35,Beloit (01/17/23)
