Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 15, 2015 (Sunday)",1:00 p.m.,Home,Silver Lake College,"Grinnell, IA/Darby Gymnasium",,,,"W,68-64",Box ScoreRecap
"November 21, 2015 (Saturday)",3:00 p.m.,Away,Macalester College,"St. Paul, MN",,,,"L,52-69",Box ScoreRecap
"November 24, 2015 (Tuesday)",6:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,69-52",Box ScoreRecap
"November 28, 2015 (Saturday)",3:00 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,82-78",Box ScoreRecap
"December 2, 2015 (Wednesday)",7:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,45-52",Box ScoreRecap
"December 5, 2015 (Saturday)",3:00 p.m.,Home,St. Norbert College,"Grinnell, IA/Darby Gymnasium",,,,"L,60-71",Box ScoreRecap
"December 7, 2015 (Monday)",7:00 p.m.,Away,Central College,"Pella, IA",,,,"W,53-40",Box ScoreRecap
"December 12, 2015 (Saturday)",3:00 p.m.,Home,Carroll University,"Grinnell, IA/Darby Gymnasium",,,,"L,58-71",Box ScoreRecap
"December 29, 2015 (Tuesday)",1:00 p.m.,Neutral,Augustana College (IL),"Dubuque, IA",,,University of Dubuque Jon Davison Classic,"W,85-80",Box ScoreRecap
"December 30, 2015 (Wednesday)",5:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,University of Dubuque Jon Davison Classic,"L,69-74",Box ScoreRecap
"January 2, 2016 (Saturday)",3:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,50-37",Box ScoreRecap
"January 9, 2016 (Saturday)",3:00 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,59-53",Box ScoreRecap
"January 12, 2016 (Tuesday)",7:30 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,77-60",Box ScoreRecap
"January 16, 2016 (Saturday)",3:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,60-53",Box ScoreRecap
"January 20, 2016 (Wednesday)",7:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,"L,42-59",Box ScoreRecap
"January 23, 2016 (Saturday)",3:00 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,65-61",Box ScoreRecap
"January 26, 2016 (Tuesday)",7:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,71-51",Box ScoreRecap
"January 30, 2016 (Saturday)",3:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,65-63",Box ScoreRecap
"February 3, 2016 (Wednesday)",7:30 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,73-58",Box ScoreRecap
"February 6, 2016 (Saturday)",3:00 p.m.,Away,Carroll University,"Waukesha, WI",,,,"W,67-61",Box ScoreRecap
"February 13, 2016 (Saturday)",3:00 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"W,62-61",Box ScoreRecap
"February 17, 2016 (Wednesday)",7:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,64-70",Box ScoreRecap
"February 20, 2016 (Saturday)",3:00 p.m.,Home,Illinois College (Senior Day),"Grinnell, IA/Darby Gymnasium",,,,"L,60-67",Box ScoreRecap
"February 26, 2016 (Friday)",3:30 p.m.,Neutral,Cornell College,"De Pere, WI",,,2016 Midwest Conference Tournament,"L,61-81",Box ScoreRecap
