Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2013 (Friday)",7:00 p.m.,Away,Wheaton College (Ill.),"Wheaton, IL",,,Wheaton / Bob Baptista Tournament,"L,1-4",Box ScoreRecap
"September 1, 2013 (Sunday)",1:00 p.m .,Away,Augustana College (IL),"Rock Island, IL",,,Wheaton / Bob Baptista Tournament,"L,1-4",Box ScoreRecap
"September 5, 2013 (Thursday)",7:30 p.m.,Home,Wartburg College,Macalester Stadium,,,,"L,0-1",Box ScoreRecap
"September 9, 2013 (Monday)",4:30 p.m.,Home,University of Northwestern (MN),Macalester Stadium,,,,"W,4-0",Box ScoreRecap
"September 13, 2013 (Friday)",7:30 p.m.,Home,University of Wisconsin-Superior,Macalester Stadium,,,,"W,2-0",Box ScoreRecap
"September 14, 2013 (Saturday)",7:30 p.m.,Home,College of St. Scholastica,Macalester Stadium,,,,"W,1-0(2ot)",Box ScoreRecap
"September 18, 2013 (Wednesday)",7:30 p.m.,Home,University of St. Thomas,Macalester Stadium,,,,"T,1-1(2 ot)",Box ScoreRecap
"September 21, 2013 (Saturday)",1:00 p.m.,Away,Hamline University,"St. Paul, MN",,,,"W,1-0",Box ScoreRecap
"September 24, 2013 (Tuesday)",7:30 p.m.,Home,University of Dubuque,Macalester Stadium,,,,"W,2-1",Box ScoreRecap
"September 28, 2013 (Saturday)",7:30 p.m.,Home,Augsburg University,Macalester Stadium,,,,"L,1-2",Box ScoreRecap
"October 1, 2013 (Tuesday)",7:30 p.m.,Home,Saint John's University,Macalester Stadium,,,,"L,0-1",Box ScoreRecap
"October 5, 2013 (Saturday)",4:00 p.m .,Away,Bethel University,"St. Paul, MN",,,,"W,4-2",Box ScoreRecap
"October 11, 2013 (Friday)",7:30 p.m.,Home,St. Olaf College,Macalester Stadium,,,,"T,0-0(2ot)",Box ScoreRecap
"October 16, 2013 (Wednesday)",4:00 p.m.,Away,Carleton College,"Northfield, MN",,,,"L,0-2",Box ScoreRecap
"October 19, 2013 (Saturday)",1:00 p.m.,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,0-2",Box ScoreRecap
"October 23, 2013 (Wednesday)",7:30 p.m.,Home,Luther College,Macalester Stadium,,,,"L,0-2",Box ScoreRecap
"October 29, 2013 (Tuesday)",1:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,,"W,2-0",Box ScoreRecap
"November 2, 2013 (Saturday)",1:00 p.m.,Away,Saint Mary's University (Minn.),"Winona, MN",,,,"W,1-0(ot)",Box ScoreRecap
