Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 9, 1975 (Tuesday)",,Home,William Penn,"Grinnell, IA",,,"W,9-3",
"September 16, 1975 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,6-3",
"September 20, 1975 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"W,7-2",
"September 22, 1975 (Monday)",,Away,Drake,"Des Moines, IA",,,"L,1-8",
"September 26, 1975 (Friday)",,Away,Drake Invitational,"Des Moines, IA",,,3rd/5 Teams,
"October 1, 1975 (Wednesday)",,Away,Central Quadrangular,"Pella, IA",,,2nd/4 Teams,
"October 2, 1975 (Thursday)",,Home,Coe,"Grinnell, IA",,,"W,8-1",
"October 4, 1975 (Saturday)",,Away,Central Invitational,"Pella, IA",,,4th/5 Teams,
"October 6, 1975 (Monday)",,Home,Cornell,"Grinnell, IA",,,"W,8-1",
"October 11, 1975 (Saturday)",,Away,Midwest Conference Meet,"Cedar Rapids, IA",,,5th/8 Teams,
"October 15, 1975 (Wednesday)",,Away,William Penn,"Oskaloosa, IA",,,"W,6-3",
