Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2014 (Friday)",4 pm,Away,Pomona-Pitzer,,,,"W,2-1",Box ScoreRecapPhotos
"August 31, 2014 (Sunday)",11 am,Away,Redlands,,,,"W,2-0",Box ScoreRecapPhotos
"September 6, 2014 (Saturday)",1:30 pm,Away,Wis.-Oshkosh,,,,"W,1-0",Box ScoreRecap
"September 8, 2014 (Monday)",2 pm,Away,Aurora,,,,"W,3-2",Box ScoreRecap
"September 13, 2014 (Saturday)",1 pm,Home,Denison,,,,"W,2-0",Box ScoreRecapPhotos
"September 17, 2014 (Wednesday)",7 pm,Away,North Park,,,,"W,2-1",Box ScoreRecap
"September 20, 2014 (Saturday)",12 pm,Home,Millikin,,,,"W,4-0",Box ScoreRecapPhotos
"September 25, 2014 (Thursday)",4 pm,Home,Ill. Wesleyan,,,,"L,0-1",Box ScoreRecapPhotos
"September 27, 2014 (Saturday)",12 pm,Away,Carthage,,,,"W,1-0",Box ScoreRecap
"September 30, 2014 (Tuesday)",4 pm,Home,North Central (Ill.),,,,"W,7-0",Box ScoreRecapPhotos
"October 4, 2014 (Saturday)",1:30 pm,Home,Carnegie Mellon,,,,"L,1-2",Box ScoreRecapPreview
"October 11, 2014 (Saturday)",1:30 pm,Away,Emory,,,,"W,2-1",Box ScoreRecap
"October 17, 2014 (Friday)",7:30 pm,Away,Rochester (N.Y.),,,,"W,2-0",Box ScoreRecap
"October 19, 2014 (Sunday)",1:30 pm,Away,Case Western Reserve,,,,"T,0-0",Box ScoreRecap
"October 23, 2014 (Thursday)",7 pm,Away,Wheaton (Ill.),,,,"L,0-3",Box ScoreRecap
"October 31, 2014 (Friday)",6 pm,Home,New York U.,,,,"W,2-0",Box ScoreRecap
"November 2, 2014 (Sunday)",1:30 pm,Home,Brandeis,,,,"W,2-0",Box ScoreRecap
"November 8, 2014 (Saturday)",1:30 pm,Away,Washington (Mo.),,,,"L,0-1",Box ScoreRecap
"November 15, 2014 (Saturday)",11 am,Home,Webster,,,,"W,1-0",Box ScoreRecapPhotos
"November 16, 2014 (Sunday)",1 pm,Home,Augsburg,,,,"W,3-0",Box ScoreRecapPhotos
"November 22, 2014 (Saturday)",11 am,Home,Ill. Wesleyan,Location TBD,,,"L,2-3",Box ScoreRecapPhotos
