Name,GP,3PM,3PA,3P%,3PM/G,3PA/G
"#05 Coleman, Cristal",21,28,81,0.346,1.3,3.9
"#24 Boldt, Anne",23,25,81,0.309,1.1,3.5
"#20 Jaeger, Abby",23,12,31,0.387,0.5,1.3
"#21 Clarke, Kelly",21,9,40,0.225,0.4,1.9
"#13 Hirsh, Alissa",23,8,27,0.296,0.3,1.2
"#22 Gogins, Karen",19,6,25,0.24,0.3,1.3
"#10 Alabi, Tolu",23,2,13,0.154,0.1,0.6
"#23 DeGroot, Rebecca",3,2,11,0.182,0.7,3.7
"#15 Briggs, Michelle",23,1,1,1.0,0.0,0.0
"#14 Matosky, Jordan",17,0,1,0.0,0.0,0.1
